Date,Time,Relative Time(mS),CPU0-Frequency(MHz),CPU0-DTS(Degree C),Power-EWMA Power(Watts),Power-IA Power(Watts),Power-GT Power(Watts),Power-Rest of Package Power(Watts),Power-Package Power(Watts),Power-Effective EWMA PeciMmio(Watts),Power-MSR Psys Power(Watts),Power-SA Power(Watts),Voltage-IA Target voltage(Volts),Voltage-GT Target Voltage(Volts)
18/08/2022,13:04:05:102,8572725,1989,72,8.653670,12.065995,0.163376,6.830973,19.060344,8.433144,40.692893,5.469016,0.848877,0.000000
18/08/2022,13:04:05:989,8573612,809,60,9.052701,11.987824,0.016020,6.975946,18.979790,8.840696,37.505879,5.289153,0.713135,0.000000
18/08/2022,13:04:07:083,8574706,709,51,8.918756,0.888996,0.003437,3.936768,4.829201,8.775107,15.349784,3.124651,0.717163,0.000000
18/08/2022,13:04:08:039,8575662,799,47,8.744763,0.418981,0.000670,4.041839,4.461491,8.818538,15.844091,3.185032,0.727661,0.000000
18/08/2022,13:04:09:051,8576674,699,46,8.574672,0.467596,0.002171,3.293259,3.763025,8.646109,12.322653,2.518994,0.723999,0.000000
18/08/2022,13:04:10:037,8577660,699,46,8.436296,0.491237,0.000543,4.254307,4.746087,8.505151,18.043970,3.488835,0.723022,0.000000
18/08/2022,13:04:11:055,8578678,699,45,8.324475,0.505242,0.000681,4.754923,5.260847,8.474280,20.294561,3.939553,0.727783,0.000000
18/08/2022,13:04:12:037,8579660,2045,55,8.513810,8.261514,0.002886,5.283117,13.547517,8.658004,31.079114,4.280188,1.266724,0.000000
18/08/2022,13:04:13:053,8580676,1458,65,8.837004,12.255946,0.001430,5.471721,17.729097,8.976140,35.921676,4.412245,0.857544,0.000000
18/08/2022,13:04:14:039,8581662,699,49,8.705291,0.992675,0.000539,4.224603,5.217817,8.815909,16.898139,3.379664,0.717651,0.000000
18/08/2022,13:04:15:046,8582669,823,47,8.588497,0.466425,0.001118,4.910947,5.378490,8.695354,20.669624,4.009954,0.729980,0.000000
