Date,Time,Relative Time(mS),CPU0-Frequency(MHz),CPU0-DTS(Degree C),Power-EWMA Power(Watts),Power-IA Power(Watts),Power-GT Power(Watts),Power-Rest of Package Power(Watts),Power-Package Power(Watts),Power-Effective EWMA PeciMmio(Watts),Power-MSR Psys Power(Watts),Power-SA Power(Watts),Voltage-IA Target voltage(Volts),Voltage-GT Target Voltage(Volts)
18/08/2022,11:26:05:639,2693262,599,44,5.804884,1.196326,0.069533,3.887580,5.153439,6.084914,15.697844,3.043740,0.767944,0.000000
18/08/2022,11:26:06:631,2694254,1284,48,5.869188,3.103988,0.122372,4.357696,7.584056,6.139044,19.749704,3.395403,1.003662,0.000000
18/08/2022,11:26:07:634,2695257,1088,44,5.873717,1.786389,0.002434,4.206801,5.995624,6.166221,17.760676,3.335993,0.731201,0.000000
18/08/2022,11:26:08:623,2696246,949,42,5.819125,0.568600,0.000857,3.771086,4.340543,6.101279,14.197581,2.918551,0.733521,0.000000
18/08/2022,11:26:09:642,2697265,599,42,5.761363,0.657487,0.000857,3.523800,4.182144,6.131540,13.630672,2.753781,0.734985,0.000000
18/08/2022,11:26:10:629,2698252,822,41,5.714349,0.593341,0.000360,3.874529,4.468230,6.106112,14.531293,2.975764,0.733521,0.000000
18/08/2022,11:26:11:645,2699268,599,43,5.671221,0.739472,0.002224,3.750418,4.492113,6.050025,14.344680,2.912901,0.731201,0.000000
18/08/2022,11:26:12:634,2700257,1077,43,5.611167,0.513272,0.002224,3.500677,4.016173,5.976225,12.977180,2.664461,0.734619,0.000000
18/08/2022,11:26:13:647,2701270,599,41,5.535033,0.353696,0.002224,3.101978,3.457898,5.887274,11.448849,2.373212,0.734131,0.000000
18/08/2022,11:26:14:629,2702252,698,40,5.456269,0.354088,0.002224,2.999475,3.355788,5.795688,10.703183,2.237092,0.734253,0.000000
18/08/2022,11:26:15:641,2703264,699,40,5.388490,0.373359,0.002224,3.148093,3.523676,5.716006,11.613258,2.402786,0.733032,0.000000
18/08/2022,11:26:16:640,2704263,699,41,5.328217,0.294320,0.002224,3.424307,3.720850,5.800603,13.441284,2.725471,0.736694,0.000000
18/08/2022,11:26:17:635,2705258,699,40,5.319989,0.306459,0.002224,4.788915,5.097598,5.796167,20.122475,3.910331,0.732056,0.000000
18/08/2022,11:26:18:643,2706266,699,41,5.309095,0.302047,0.002224,4.709147,5.013418,5.768351,20.008149,3.862504,0.729492,0.000000
18/08/2022,11:26:19:657,2707280,699,41,5.257719,0.373053,0.002224,3.506729,3.882006,5.700443,13.281868,2.679492,0.734741,0.000000
18/08/2022,11:26:20:640,2708263,661,40,5.198497,0.430313,0.002224,3.191471,3.624008,5.625246,11.727392,2.424002,0.733398,0.000000
18/08/2022,11:26:21:644,2709267,699,40,5.135474,0.359436,0.002224,3.039838,3.401498,5.547177,11.211345,2.310830,0.729492,0.000000
18/08/2022,11:26:22:658,2710281,698,40,5.070005,0.291315,0.002224,3.016112,3.309651,5.466946,10.993516,2.298077,0.733521,0.000000
