timestamp,Relative timestamp(mS),CPU0-Frequency(MHz),CPU0-DTS(Degree C),Power-EWMA Power(Watts),Power-IA Power(Watts),Power-GT Power(Watts),Power-Rest of Package Power(Watts),Power-Package Power(Watts),Power-Effective EWMA PeciMmio(Watts),Power-MSR Psys Power(Watts),Power-SA Power(Watts),Voltage-IA Target voltage(Volts),Voltage-GT Target Voltage(Volts)
111546145,2073768,1022,39,4.071664,1.83928,0.016254,4.04586,5.901394,4.982946,16.77764,3.119163,0.750122,0.0
111547088,2074711,1478,45,4.176506,2.422269,0.00368,4.368883,6.794832,5.052703,18.932992,3.440169,0.73877,0.0
111548125,2075748,1317,42,4.219382,1.426608,0.02745,3.992862,5.446919,5.066008,16.490924,3.170919,0.738647,0.0
111549107,2076730,599,40,4.234824,0.882861,0.000353,3.753103,4.636318,5.050094,14.645259,2.892019,1.075806,0.0
111550105,2077728,1158,42,4.351537,3.49445,0.011211,4.06382,7.56948,5.138273,19.132251,3.169535,0.75,0.0
111551101,2078724,699,41,4.377328,1.049756,0.00336,4.021294,5.07441,5.235961,16.044421,3.144153,0.733276,0.0
111552120,2079743,599,40,4.365376,0.658702,0.00098,3.381643,4.041325,5.258136,12.836897,2.575185,0.73291,0.0
111553098,2080721,2089,60,4.914722,13.344892,0.322958,5.837001,19.504852,5.77458,39.942828,4.744134,0.970581,0.0
111554133,2081756,2698,57,5.319768,10.946387,0.009798,5.554948,16.511133,6.149592,34.482724,4.506974,1.032349,0.0
111555134,2082757,2916,72,5.763756,11.989723,0.015804,5.325509,17.331036,6.562906,34.640134,4.292629,1.123901,0.0
111556100,2083723,2724,64,6.18615,11.768993,0.010731,5.799254,17.578979,6.956731,35.831288,4.706766,1.02356,0.0
111557146,2084769,2672,58,6.51085,9.840687,0.004423,5.76237,15.60748,7.255182,33.959731,4.645134,1.033203,0.0
111558103,2085726,3229,61,6.858723,10.248071,0.002801,5.572069,15.822941,7.575249,33.555728,4.493322,1.036865,0.0
111559138,2086761,2671,75,7.285267,13.284426,0.002742,6.038399,19.325567,7.976858,38.468163,4.89336,1.022461,0.0
111600105,2087728,2364,78,7.615843,10.600067,0.001238,5.627088,16.228393,8.28187,34.646668,4.55973,0.995972,0.0
111601099,2088722,2231,67,7.937315,11.137496,6.3e-05,5.786663,16.924222,8.58034,35.344835,4.663363,1.032959,0.0
111602139,2089762,3278,64,8.290201,11.995066,0.005465,5.877243,17.877774,8.910399,36.794672,4.771499,1.054199,0.0
111603101,2090724,2893,67,8.63757,11.750031,0.001291,5.891125,17.642447,9.234732,37.190039,4.785888,1.033447,0.0
111604122,2091745,2250,78,8.966074,12.342171,0.001776,5.855061,18.199009,9.542719,37.507783,4.716566,1.077393,0.0
111605103,2092726,2286,66,9.279895,11.716658,0.000418,5.85525,17.572326,9.835513,36.667082,4.724786,1.06897,0.0
111606105,2093728,2279,76,9.5548,11.581234,0.001246,5.551833,17.134312,10.091231,35.263756,4.485189,1.030029,0.0
111607124,2094747,2199,78,9.843116,11.751887,0.002802,5.85685,17.611539,11.383539,36.51459,4.722103,1.002319,0.0
111608119,2095742,2099,79,10.147828,12.387085,0.002932,5.817746,18.207763,11.631892,37.360397,4.714966,1.244873,0.0
111609102,2096725,2021,69,10.40168,11.431057,0.00227,5.858087,17.291413,11.833209,35.668425,4.687548,1.127197,0.0
111610127,2097750,1895,78,10.667753,12.517485,0.000807,5.46228,17.980572,12.048806,35.621942,4.396167,1.101196,0.0
111611120,2098743,2047,74,10.866798,10.458448,0.001608,5.645008,16.105064,12.197294,34.386158,4.570723,0.998291,0.0
111612113,2099736,651,63,11.01945,9.035652,0.00453,6.113739,15.153921,12.302571,33.080501,4.93303,0.712646,0.0
111613130,2100753,2498,55,10.868071,1.566179,0.002461,5.178021,6.746661,12.105733,23.134724,4.263407,0.711792,0.0
111614092,2101715,698,52,10.677769,0.679369,0.00192,4.947389,5.628678,11.870477,22.067054,4.085941,0.719971,0.0
111615128,2102751,799,51,10.498697,0.617711,0.002728,4.845252,5.465692,11.756102,22.222444,4.011444,0.760986,0.0
111616135,2103758,699,49,10.290684,0.627201,0.003476,4.246061,4.876738,11.501565,17.263709,3.363996,0.723633,0.0
111617110,2104733,973,49,10.12523,1.01402,0.003152,4.672991,5.690163,11.274727,19.380433,3.750271,0.729492,0.0
111618159,2105782,716,48,9.955735,1.152031,0.001315,4.104326,5.257671,11.065205,16.160852,3.214158,0.73999,0.0
111619110,2106733,599,48,9.810267,1.129354,0.003607,4.939949,6.072911,10.878172,19.668361,3.903927,0.719238,0.0
111620124,2107747,1766,48,9.695127,1.281674,0.166126,4.965265,6.413065,10.726837,21.014761,4.006213,0.724243,0.0
111621132,2108755,1265,51,9.553294,1.128368,0.179674,4.470615,5.778657,10.547642,19.453547,3.624591,1.078247,0.0
111622104,2109727,1269,72,9.58048,5.452716,0.112079,4.743667,10.308462,10.539032,25.266338,3.767888,0.996704,0.0
111623141,2110764,2087,81,9.929095,13.857055,0.002389,5.773762,19.633206,10.854729,39.470458,4.663987,0.989014,0.0
111624126,2111749,1451,69,10.276956,13.429088,0.003002,5.889602,19.321692,11.168007,39.159497,4.756799,1.081787,0.0
111625124,2112747,2059,70,10.568763,12.581731,0.00285,5.987394,18.571976,11.428468,38.13742,4.858498,1.063232,0.0
111626121,2113744,3593,70,10.772313,10.320874,0.000979,5.957716,16.279568,11.601375,34.851556,4.826899,1.092529,0.0
111627129,2114752,3349,76,11.004222,11.325752,0.001714,5.957849,17.285315,12.741153,36.329143,4.812215,1.017822,0.0
111628124,2115747,1111,66,11.1858,10.113289,0.001998,5.932777,16.048064,12.860083,33.7104,4.824378,1.20813,0.0
111629101,2116724,1858,66,11.382428,10.689863,0.004233,6.024937,16.719032,12.997214,35.126585,4.904437,1.29187,0.0
111630141,2117764,1462,80,11.615365,12.106014,0.003436,5.948772,18.058222,13.173807,36.926584,4.806345,1.030884,0.0
111631099,2118722,2515,69,11.810184,10.928051,0.001056,5.931385,16.860492,13.310741,34.964756,4.786198,1.055298,0.0
111632135,2119758,1803,64,11.886125,8.065942,0.002548,5.961249,14.02974,13.335341,31.233203,4.82229,0.818848,0.0
111633129,2120752,1750,61,11.812128,4.101492,0.005243,5.779487,9.886222,13.207724,26.304902,4.654094,0.960571,0.0
111634126,2121749,699,55,11.665011,2.379698,0.002265,5.298488,7.680451,13.010913,23.327575,4.304911,0.719971,0.0
111635130,2122753,708,52,11.447843,0.637288,0.001714,4.927012,5.566014,12.745822,21.862891,4.045873,0.716797,0.0
111636125,2123748,699,50,11.238899,0.731814,0.001459,4.887433,5.620706,12.490335,21.908885,4.050592,0.718506,0.0
111637158,2124781,699,49,11.033992,0.630042,0.001534,4.8411,5.472676,12.352162,21.980553,4.00622,0.7229,0.0
111638116,2125739,699,49,10.837838,0.778981,0.001654,4.936502,5.717137,12.171171,21.221013,4.066822,0.717285,0.0
111639143,2126766,699,48,10.65716,0.652656,0.002548,4.901865,5.557069,12.038748,20.792069,4.005871,0.720337,0.0
111640123,2127746,699,48,10.469132,0.61868,0.001785,4.905331,5.525796,11.756406,20.763245,4.038364,0.7229,0.0
111641125,2128748,798,47,10.244268,0.70206,0.00224,3.346691,4.050991,11.486716,12.57542,2.5529,0.724731,0.0
111642143,2129766,599,48,10.041294,0.610291,0.002193,3.959854,4.572337,11.23928,15.666016,3.080872,0.723999,0.0
111643120,2130743,699,46,9.870514,0.635173,0.002578,4.706242,5.343994,11.001286,19.890772,3.847843,0.729736,0.0
111644134,2131757,951,75,10.031059,10.165299,0.002569,4.317914,14.485782,11.122373,29.876894,3.403884,1.008667,0.0
111645127,2132750,1676,63,10.326473,13.186426,0.001868,5.008197,18.19649,11.378304,34.34511,4.015028,1.077637,0.0
111646126,2133749,3471,81,10.616155,13.387454,0.001596,5.097479,18.48653,11.630646,35.317739,4.046728,1.16272,0.0
