timestamp,Relative timestamp(mS),CPU0-Frequency(MHz),CPU0-DTS(Degree C),Power-EWMA Power(Watts),Power-IA Power(Watts),Power-GT Power(Watts),Power-Rest of Package Power(Watts),Power-Package Power(Watts),Power-MSR Psys Power(Watts),Power-Psys EWMA Power(Watts),Power-SA Power(Watts),Voltage-IA Target voltage(Volts),Voltage-GT Target Voltage(Volts)
163039417,7734181,798,40,4.857224,1.810855,0.036049,4.226591,6.073495,17.507714,15.16089,3.303722,1.068359,0.0
163040414,7735178,798,40,4.845029,1.011661,6.2e-05,3.499184,4.510907,13.975937,15.119163,2.712474,0.944458,0.0
163041422,7736186,1509,38,4.823516,0.449518,0.001521,3.793429,4.244469,14.998202,15.114834,2.999433,0.910889,1.007812
163042435,7737199,599,37,4.79665,0.410711,0.000122,3.663447,4.074279,14.283078,15.08501,2.887843,0.915161,0.0
163043437,7738201,698,37,4.774445,0.359215,0.000483,3.821965,4.181663,14.963384,15.080614,3.016018,0.943237,0.960938
163044450,7739214,799,36,4.723145,0.402978,0.001584,2.936351,3.340913,10.664567,14.92274,2.196291,1.056152,0.882812
163045435,7740199,699,36,4.67802,0.423033,0.002588,3.05025,3.475871,11.403823,14.795305,2.319938,0.803223,0.0
163046446,7741210,599,37,4.656976,0.306354,0.000124,3.773335,4.079813,15.330358,14.814128,3.027592,1.22937,0.0
163047443,7742207,756,37,4.605233,0.337837,0.000906,2.885194,3.223936,10.382987,14.65429,2.158348,1.124146,0.0
163048450,7743214,598,35,4.553161,0.290192,0.002507,2.851589,3.144289,10.140817,14.493256,2.123278,1.121704,0.0
163049435,7744199,599,37,4.526227,0.385243,0.002485,3.416514,3.804242,12.911726,14.436434,2.644533,0.983276,1.109375
163050445,7745209,599,36,4.492999,0.284418,0.000868,3.296394,3.581679,12.478656,14.367492,2.540201,0.869995,0.0
163051442,7746206,676,35,4.455022,0.277043,0.001207,3.161935,3.440185,11.79731,14.274782,2.420195,0.832886,0.0
163052453,7747217,599,36,4.453464,0.328486,0.002392,4.080338,4.411216,16.704758,14.36122,3.291793,0.90625,0.0
163053448,7748212,599,35,4.420867,0.31959,0.002292,3.229676,3.551559,12.153113,14.281412,2.485253,0.977417,0.0
163054460,7749224,2755,36,4.386263,0.307323,0.000859,3.138925,3.447106,11.673373,14.188827,2.395476,1.030273,0.0
163055455,7750219,599,34,4.350821,0.323106,0.001026,3.080555,3.404687,11.404467,14.088192,2.337653,1.022461,0.0
163056452,7751216,699,36,4.330044,0.324785,0.000552,3.441378,3.766715,13.24604,14.058266,2.685424,1.311035,0.0
163057464,7752228,599,36,4.301742,0.328745,0.001837,3.204621,3.535203,12.0564,13.986914,2.460384,0.969971,0.0
163058459,7753223,599,36,4.270336,0.355898,0.001749,3.075159,3.432805,11.295484,13.889638,2.32796,1.224609,0.0
163059456,7754220,699,36,4.241538,0.337994,0.000675,3.121258,3.459927,11.426408,13.802193,2.369011,1.091431,0.0
163100467,7755231,599,35,4.225246,0.314961,0.001408,3.467627,3.783996,13.50938,13.791756,2.710071,0.981934,1.109375
163101478,7756242,699,36,4.22267,0.328744,0.002354,3.822794,4.153892,15.371381,13.848792,3.039382,0.962769,0.0
163102450,7757214,619,36,4.194608,0.398691,0.001268,3.04554,3.445498,11.100369,13.749554,2.297844,1.130981,0.0
163103452,7758216,699,36,4.173798,0.321896,0.000691,3.27195,3.594537,12.299998,13.699286,2.508413,0.797729,0.0
163104465,7759229,599,36,4.149944,0.314252,0.001766,3.191188,3.507207,12.065103,13.640805,2.453163,1.162598,0.890625
163105465,7760229,699,35,4.130257,0.284289,0.002588,3.319434,3.606311,12.691276,13.606453,2.583661,1.067993,0.0
163106460,7761224,599,36,4.102251,0.319078,0.002744,3.025051,3.346873,11.108216,13.517141,2.294849,1.029541,0.0
163107473,7762237,663,35,4.083197,0.301799,0.00043,3.263293,3.565522,12.330022,13.474956,2.510669,1.108032,0.960938
163108470,7763234,599,36,4.064143,0.287221,0.001024,3.268303,3.556548,12.187208,13.428367,2.498826,1.088501,0.0
163109475,7764239,599,35,4.045047,0.321338,0.002696,3.203259,3.527293,12.05426,13.379488,2.459055,1.244507,0.0
163110451,7765215,1684,35,4.020638,0.337517,0.000729,3.026765,3.365011,11.185604,13.300821,2.286934,0.884888,0.0
163111471,7766235,699,35,4.013072,0.263694,0.003186,3.536915,3.803796,13.58856,13.310872,2.75844,1.140381,0.0
163112470,7767234,599,36,3.995304,0.317084,0.000299,3.207936,3.525319,12.066531,13.265542,2.471445,1.069824,0.0
163113479,7768243,599,36,3.973406,0.319839,0.000489,3.061228,3.381555,11.224842,13.192806,2.320498,1.094849,0.0
163114479,7769243,632,35,3.949397,0.290779,0.002843,3.013528,3.30715,11.020505,13.114525,2.286489,1.171753,0.0
163115470,7770234,599,35,3.940844,0.30957,0.000793,3.399536,3.7099,13.073657,13.113064,2.634877,0.794922,0.0
163116479,7771243,670,35,3.939808,0.297223,0.000925,3.613405,3.911552,14.246345,13.153134,2.857987,1.040771,1.007812
163117476,7772240,699,35,3.921242,0.326629,0.002599,3.095872,3.4251,11.339546,13.087715,2.349854,1.029907,1.007812
163118489,7773253,4413,36,3.904241,0.271784,0.002752,3.169731,3.444266,11.814251,13.042371,2.425795,1.07373,0.0
163119485,7774249,599,35,3.892663,0.318371,0.000964,3.264869,3.584204,12.323317,13.016356,2.500875,1.10083,0.960938
163120480,7775244,799,36,3.892731,0.467281,0.001105,3.426197,3.894583,13.18893,13.022489,2.658495,1.166016,0.960938
163121492,7776256,562,35,3.875743,0.262996,0.001102,3.151544,3.415642,11.592211,12.971561,2.409511,0.824829,0.0
163122489,7777253,499,35,3.871164,0.323914,0.002169,3.42309,3.749173,12.860144,12.967534,2.65277,1.239258,0.0
163123483,7778247,699,36,3.863321,0.324682,0.002086,3.323686,3.650454,12.515151,12.951458,2.572503,1.158081,0.0
163124499,7779263,499,35,3.857243,0.345539,0.000429,3.346321,3.69229,12.571465,12.937941,2.585109,1.158203,0.914062
163125477,7780241,599,35,3.83749,0.342398,0.002465,2.967451,3.312315,10.746883,12.858594,2.229469,1.030518,0.0
163126512,7781276,599,35,3.852103,0.330425,0.002369,3.922647,4.255441,15.531421,12.952047,3.130436,1.060181,0.0
163127476,7782240,529,36,3.844888,0.360609,0.001533,3.294778,3.65692,12.474325,12.934371,2.545861,1.069336,0.0
163128509,7783273,599,35,3.864245,0.413366,0.001268,3.993081,4.407714,16.118865,13.043782,3.194258,1.021606,0.0
163129483,7784247,798,34,3.846529,0.342163,0.000473,3.040945,3.383581,11.106094,12.972295,2.304919,1.144165,0.0
163130506,7785270,618,35,3.839964,0.318147,0.000815,3.339012,3.657974,12.664482,12.961587,2.576887,1.081055,0.0
163131486,7786250,729,36,3.839968,0.31335,0.001909,3.524825,3.840084,13.734282,12.989818,2.773669,0.983887,0.0
163132495,7787259,699,35,3.824631,0.374868,0.00274,3.024167,3.401776,10.983217,12.919516,2.282254,0.872803,0.0
163133507,7788271,599,35,3.811908,0.306567,0.002238,3.162758,3.471564,11.776455,12.878365,2.421505,1.182495,0.960938
163134488,7789252,599,35,3.805731,0.327491,0.002171,3.311338,3.641,12.502135,12.864767,2.545365,1.16394,0.0
163135509,7790273,599,35,3.804882,0.37909,0.00168,3.400735,3.781504,12.962785,12.868201,2.643364,1.00769,0.0
163136490,7791254,599,34,3.797193,0.319941,0.003288,3.270791,3.59402,12.291859,12.847185,2.522149,1.188232,0.0
163137497,7792261,599,35,3.79226,0.343502,0.000622,3.312262,3.656385,12.56167,12.837182,2.554579,0.841553,0.0
163138509,7793273,599,35,3.787752,0.343179,0.000727,3.322992,3.666898,12.51142,12.825455,2.558022,0.990234,1.007812
163139506,7794270,599,36,3.78085,0.305839,0.000603,3.29035,3.596792,12.324578,12.807352,2.534346,1.076294,0.0
163140501,7795265,599,35,3.761487,0.336765,0.002204,2.898099,3.237067,10.402423,12.721719,2.171248,1.104614,0.960938
163141513,7796277,735,36,3.766129,0.349632,0.00264,3.539978,3.89225,13.675624,12.755549,2.761687,1.150513,0.0
163142509,7797273,699,35,3.75791,0.292643,0.000603,3.245709,3.538955,12.201734,12.735493,2.498465,1.157104,0.0
163143505,7798269,666,35,3.745827,0.311488,0.002635,3.104091,3.418214,11.544653,12.693133,2.367747,0.798584,0.0
