Date,Time,Relative Time(mS),CPU0-Frequency(MHz),CPU0-DTS(Degree C),Power-EWMA Power(Watts),Power-IA Power(Watts),Power-GT Power(Watts),Power-Rest of Package Power(Watts),Power-Package Power(Watts),Power-MSR Psys Power(Watts),Power-PECI Psys Power(Watts),Power-SA Power(Watts),Voltage-IA Target voltage(Volts),Voltage-GT Target Voltage(Volts)
09/08/2022,17:00:10:663,168187,1397,34,3.340037,0.254009,0.002802,4.765102,3.180590,10.838066,10.838066,2.212164,0.760986,0.000000
09/08/2022,17:00:11:670,169194,1097,34,3.331978,0.209390,0.039237,4.093715,3.000706,10.217285,10.217285,2.091575,0.747070,0.000000
09/08/2022,17:00:12:681,170205,720,35,3.327387,0.224184,0.001291,4.066602,3.172353,10.935233,10.935233,2.232359,0.869751,0.000000
09/08/2022,17:00:13:679,171203,1896,35,3.330109,0.276831,0.000612,4.276208,3.324671,11.456860,11.456860,2.320543,0.810425,0.000000
09/08/2022,17:00:14:674,172198,1596,36,3.329291,0.251150,0.001861,4.684767,3.189025,10.913123,10.925599,2.220322,0.770996,0.000000
09/08/2022,17:00:15:702,173226,2156,34,3.324662,0.261064,0.001680,4.514922,3.085355,10.387520,10.374994,2.121815,0.827026,0.000000
09/08/2022,17:00:16:672,174196,1276,35,3.325828,0.258633,0.000902,3.646124,3.225714,11.067293,11.067293,2.247861,0.751953,0.000000
09/08/2022,17:00:17:675,175199,1697,35,3.320996,0.194737,0.001853,4.274967,3.151012,11.046545,11.046545,2.231468,0.781006,0.000000
09/08/2022,17:00:18:685,176209,1667,35,3.329052,0.299868,0.000864,5.387370,3.387112,11.541365,11.541365,2.362012,0.780762,0.000000
09/08/2022,17:00:19:683,177207,1500,35,3.323799,0.211200,0.061035,5.113874,3.009003,10.270706,10.278804,2.101569,0.775879,0.000000
09/08/2022,17:00:20:679,178203,814,35,3.320271,0.202210,0.001985,4.593090,3.117569,10.900341,10.892146,2.204788,0.818604,0.000000
