Date,Time,Relative Time(mS),CPU0-Frequency(MHz),CPU0-DTS(Degree C),Power-EWMA Power(Watts),Power-IA Power(Watts),Power-GT Power(Watts),Power-Rest of Package Power(Watts),Power-Package Power(Watts),Power-MSR Psys Power(Watts),Power-PECI Psys Power(Watts),Power-SA Power(Watts),Voltage-IA Target voltage(Volts),Voltage-GT Target Voltage(Volts)
09/08/2022,17:48:55:742,3093266,2160,87,16.422172,14.544752,0.423470,7.091522,22.056905,43.108991,43.108991,5.727863,0.879883,0.000000
09/08/2022,17:48:56:750,3094274,2199,88,16.546766,12.689166,0.279719,6.889878,19.851638,39.669675,39.669675,5.560009,0.908081,0.000000
09/08/2022,17:48:57:746,3095270,2186,89,16.680048,13.045436,0.162290,7.760184,20.170093,40.315416,40.275460,5.631038,0.896362,0.000000
09/08/2022,17:48:58:743,3096267,2293,90,16.816821,12.646957,0.622099,7.537842,20.477357,41.400833,41.442442,5.785165,0.905640,0.000000
09/08/2022,17:48:59:758,3097282,2462,89,16.866488,11.029792,0.289715,7.568359,18.146690,37.831022,37.831022,5.488761,0.936035,0.000000
09/08/2022,17:49:00:737,3098261,2426,92,16.915003,11.155992,0.258559,6.999969,18.153224,37.682564,37.682564,5.412525,0.926758,0.000000
09/08/2022,17:49:01:750,3099274,2456,89,16.984452,11.724518,0.306000,6.864421,18.859229,38.590927,38.590927,5.479122,0.845215,1.070312
09/08/2022,17:49:02:746,3100270,2477,95,17.037907,11.370440,0.301205,6.692069,18.437138,38.088468,38.088468,5.429960,0.925415,0.000000
09/08/2022,17:49:03:739,3101263,2044,81,17.063344,10.483503,0.381004,7.080078,17.710513,37.254671,37.254671,5.490103,0.858032,0.000000
09/08/2022,17:49:04:753,3102277,2176,83,17.145160,11.882883,0.530950,5.671239,19.374258,39.519434,39.519434,5.568521,0.859863,0.000000
