timestamp,Relative timestamp(mS),CPU0-Frequency(MHz),CPU0-DTS(Degree C),Power-EWMA Power(Watts),Power-IA Power(Watts),Power-GT Power(Watts),Power-Rest of Package Power(Watts),Power-Package Power(Watts),Power-Effective EWMA PeciMmio(Watts),Power-MSR Psys Power(Watts),Power-SA Power(Watts),Voltage-IA Target voltage(Volts),Voltage-GT Target Voltage(Volts)
114645271,3932894,1696,77,15.112606,10.839969,0.329965,5.392002,16.561937,15.176053,33.416779,4.304704,0.837646,0.0
114646249,3933872,3243,71,14.963171,5.367108,0.264962,5.402385,11.034454,15.024293,26.306508,4.30028,0.830933,0.0
114647259,3934882,2298,83,14.976441,9.498557,0.28324,5.558599,15.340396,15.035413,32.644428,4.470387,1.021362,0.0
114648258,3935881,2001,81,15.019655,10.237581,0.299389,5.647031,16.184002,15.076516,33.875843,4.525485,1.135986,0.0
114649249,3936872,2683,78,15.111347,11.461107,0.321733,5.806771,17.589611,15.16618,35.449341,4.67313,1.038696,0.0
114650291,3937914,3099,82,15.118721,9.324706,0.306161,5.688834,15.319701,15.171613,32.047094,4.545425,0.982422,0.0
114651263,3938886,2751,78,15.147496,9.724798,0.491737,5.675391,15.891926,15.198419,33.073447,4.530191,1.012207,0.0
114652272,3939895,2749,79,15.203199,10.80799,0.349651,5.59284,16.750481,15.252353,34.372275,4.50442,1.046143,0.0
114653261,3940884,2184,75,15.196154,9.049491,0.291855,5.666158,15.007503,15.243539,31.66539,4.528034,0.891968,0.0
114654281,3941904,2468,77,15.211956,9.696752,0.331281,5.615481,15.643514,15.257681,32.157319,4.452357,1.123901,0.0
114655289,3942912,2358,83,15.27818,11.231306,0.348379,5.450201,17.029887,15.322177,34.756676,4.352483,0.861572,0.976562
114656262,3943885,2712,75,15.270295,8.851369,0.426156,5.781628,15.059153,15.312698,31.095628,4.590219,0.74353,0.0
114657292,3944915,1564,72,15.211415,7.552271,0.641088,5.386023,13.579382,15.252404,29.326798,4.295873,1.119873,0.0
114658253,3945876,2507,86,15.28867,10.57535,0.836918,5.90337,17.315638,15.328154,36.888687,4.812337,0.852783,1.078125
114659290,3946913,1944,85,15.570398,15.253073,0.63817,7.614477,23.50572,15.60882,44.748741,6.130381,0.77063,0.0
114700250,3947873,1796,78,15.550356,8.198566,0.345592,6.486645,15.030803,15.587371,32.195633,5.239656,0.804565,0.0
114701323,3948946,2025,82,15.478475,7.341676,0.337987,5.769797,13.44946,15.514224,30.222384,4.618454,0.955566,0.0
114702237,3949860,2025,78,15.459711,8.489404,0.239021,6.260398,14.988824,15.49409,32.137165,4.99507,0.963379,0.0
114703309,3950932,2482,77,15.458214,9.148128,0.315927,5.949793,15.413848,15.491471,32.442595,4.797885,1.018066,0.0
114704258,3951881,2182,77,15.459791,8.87606,0.231786,6.391554,15.4994,15.491774,33.574166,5.175997,0.995239,0.0
114705290,3952913,2261,80,15.503376,9.915766,0.314254,6.517113,16.747133,15.534277,35.656596,5.311349,0.821899,0.0
114706262,3953885,3093,79,15.448125,7.757545,0.310134,5.938087,14.005766,15.477831,30.133346,4.704316,0.99939,0.0
114707277,3954900,2584,75,15.419961,8.570317,0.2381,5.827562,14.635979,15.448637,31.407867,4.703455,1.031494,0.0
114708280,3955903,2343,76,15.416847,9.503384,0.187911,5.64284,15.334136,15.444486,31.528383,4.533826,1.000122,0.0
114709293,3956916,2128,74,15.434287,9.559578,0.204404,6.139723,15.903705,15.460936,33.603733,4.975344,1.003906,0.0
114710269,3957892,2512,80,15.418292,8.42834,0.207893,6.355497,14.99173,15.443961,32.941983,5.150262,0.998291,0.0
114711296,3958919,3037,78,15.406767,8.536301,0.192226,6.359476,15.088003,15.431553,32.974553,5.153005,0.963623,1.078125
114712293,3959916,2235,72,15.399493,9.212327,0.250084,5.746041,15.208451,15.42337,31.767475,4.568728,1.032349,0.0
114713281,3960904,2332,80,15.39403,9.416205,0.216013,5.613702,15.24592,15.417058,31.631423,4.490877,1.067017,0.0
114714258,3961881,2971,76,15.322706,7.850431,0.160125,5.362136,13.372692,15.344921,29.772448,4.314129,1.169922,0.0
114715294,3962917,1534,77,15.349744,9.606321,0.149995,6.341284,16.097601,15.371184,34.965391,5.158153,1.062256,0.0
114716309,3963932,2454,82,15.461401,11.495798,0.226366,6.642414,18.364578,15.482047,37.205802,5.435792,0.84729,0.0
114717296,3964919,2313,81,15.431333,7.923265,0.277334,6.431362,14.631961,15.451201,31.82635,5.140109,0.930542,0.0
114718276,3965899,2473,76,15.414978,8.544674,0.187377,6.234823,14.966874,15.434146,31.790375,5.000164,0.970337,0.0
114719269,3966892,2964,93,15.34148,7.551374,0.172653,5.593159,13.317186,15.360052,29.651177,4.493093,1.135742,0.0
114720313,3967936,3581,81,15.367276,9.336412,0.166756,6.565674,16.068842,15.385189,34.478882,5.315735,1.031494,0.0
114721267,3968890,2358,77,15.374797,8.867227,0.223971,6.477794,15.568993,15.392042,33.591396,5.240389,1.003296,0.0
114722328,3969951,3116,80,15.367084,9.006368,0.224735,5.91708,15.148183,15.383742,31.769568,4.712594,0.991455,0.0
114723259,3970882,3048,75,15.352262,9.184784,0.211178,5.579971,14.975933,15.368274,31.017056,4.439719,1.070435,0.0
114724297,3971920,3178,74,15.297911,7.721864,0.185005,5.812536,13.719405,15.31345,30.065618,4.681383,0.717651,0.0
114725282,3972905,1641,77,15.257721,7.766577,0.210036,6.23717,14.213783,15.272683,33.685675,5.093897,1.060547,0.0
114726276,3973899,3500,82,15.304446,10.060453,0.152805,6.37269,16.585947,15.318882,35.074014,5.200954,0.925415,0.0
114727293,3974916,2906,82,15.317216,9.615465,0.22564,5.823418,15.664522,15.331152,32.322147,4.655419,1.016357,0.0
114728248,3975871,1976,79,15.315425,8.945967,0.197075,6.124929,15.267971,15.328857,32.615962,4.945109,0.991089,0.0
114729330,3976953,2234,78,15.298706,8.78038,0.248865,5.795971,14.825216,15.311662,31.485815,4.648215,1.103516,0.0
114730259,3977882,2776,86,15.302833,9.534515,0.166352,5.704531,15.405398,15.315284,32.314731,4.604995,1.051514,0.0
114731329,3978952,3320,83,15.303328,9.482811,0.208033,5.626942,15.317785,15.315367,31.520737,4.493207,1.036499,0.0
114732274,3979897,3357,85,15.261362,8.533913,0.193088,5.478162,14.205163,15.272941,30.296577,4.364157,0.983643,0.0
114733282,3980905,2590,77,15.290265,10.399964,0.171338,5.547346,16.118648,15.301484,32.941564,4.435264,1.059326,0.0
114734288,3981911,2892,78,15.303493,9.719229,0.171068,5.767038,15.657334,15.314294,32.444423,4.659525,1.012329,0.0
114735285,3982908,2787,81,15.305632,8.808538,0.171214,6.38327,15.363022,15.316045,33.254935,5.184872,1.011475,0.0
