timestamp,Relative timestamp(mS),CPU0-Frequency(MHz),CPU0-DTS(Degree C),Power-EWMA Power(Watts),Power-IA Power(Watts),Power-GT Power(Watts),Power-Rest of Package Power(Watts),Power-Package Power(Watts),Power-PECI Psys Power(Watts),Power-SA Power(Watts),Voltage-IA Target voltage(Volts),Voltage-GT Target Voltage(Volts)
170726317,25618624,2515,87,12.005231,15.140089,0.240586,6.707065,22.087741,42.841532,5.434764,0.950317,0.0
170727284,25619591,2418,81,12.321592,13.708926,0.16109,6.794173,20.664189,40.751736,5.510092,0.930542,0.0
170728313,25620620,2473,78,12.561947,12.376643,0.172513,6.724838,19.273994,39.131614,5.459207,0.978638,0.0
170729293,25621600,2555,77,12.782491,11.880838,0.105565,6.582594,18.568996,38.060788,5.359813,1.036011,0.0
170730311,25622618,2355,85,13.086521,14.07315,0.412112,6.983792,21.469054,42.274716,5.653039,0.967285,0.0
170731303,25623610,2490,85,13.292406,11.947062,0.10852,6.693782,18.749364,38.546192,5.44406,0.93042,0.0
170732313,25624620,2337,75,13.376923,9.471206,0.019607,6.184773,15.675586,33.055915,5.013611,0.939575,0.0
170733294,25625601,2434,77,13.512122,10.827335,0.02103,6.27665,17.125015,35.948378,5.092387,1.029785,0.0
170734366,25626673,2299,75,13.620054,10.22006,0.041561,6.331106,16.592728,35.181137,5.138277,1.021973,0.0
170735288,25627595,2350,72,13.704196,9.479313,0.058357,6.282176,15.819845,33.930081,5.097889,1.140747,0.0
170736337,25628644,2255,77,13.779075,9.758748,0.066987,6.150003,15.975737,34.439733,4.963752,0.983521,0.0
170737289,25629596,2635,86,13.955797,11.858292,0.207683,6.434666,18.500641,37.837957,5.203931,0.897339,0.0
170738382,25630689,2380,85,14.185966,13.710086,0.133418,6.88197,20.725475,40.806297,5.59168,0.824341,0.0
170739297,25631604,2485,83,14.349912,11.884616,0.018076,6.479323,18.382015,37.194791,5.294605,0.860596,0.0
170740376,25632683,2350,76,14.413465,9.766892,0.091119,6.436708,16.294719,34.443039,5.195459,1.018066,0.0
170741274,25633581,1996,88,14.629861,13.527631,0.053455,6.447835,20.028921,39.434769,5.223366,0.827271,0.0
170742357,25634664,1996,90,14.894338,15.708261,0.217293,6.950803,22.876357,43.207997,5.657694,0.816284,0.0
170743380,25635687,1596,89,15.155469,14.572369,0.142566,6.924506,21.63944,41.583934,5.638489,0.78418,0.0
170744267,25636574,1997,88,15.332561,13.231789,0.118069,6.657431,20.007288,39.599394,5.411047,0.831787,0.0
170745344,25637651,1797,90,15.573115,15.664429,0.087734,7.174005,22.926167,43.433731,5.850498,0.804565,0.0
170746358,25638665,1897,88,15.825523,14.873083,0.115326,7.146837,22.135247,42.491633,5.80972,0.83606,0.0
170747383,25639690,2074,86,15.919375,11.792257,0.06453,6.562876,18.419663,37.437123,5.330926,0.905396,0.0
170748294,25640601,2699,86,16.021455,12.361316,0.06453,6.282055,18.707901,37.617009,5.154404,1.024658,0.0
170749330,25641637,2713,89,16.122022,12.43511,0.147836,6.526077,19.109023,38.760808,5.284962,0.984985,0.0
170750346,25642653,2345,73,16.07805,8.461419,0.078019,6.393005,14.932443,32.367073,5.18616,1.03479,0.0
170751328,25643635,1865,81,15.992148,8.19397,0.01592,5.500793,13.710683,29.300419,4.4182,1.003662,0.0
170752343,25644650,2119,71,15.947765,8.882853,0.045435,5.79834,14.726627,31.212521,4.655516,0.962891,0.0
170753335,25645642,2420,73,15.953706,9.855704,0.061456,6.194497,16.111658,33.76994,5.020517,0.956909,0.0
170754330,25646637,2398,70,15.889703,8.092203,0.000984,6.053986,14.147174,30.864039,4.890565,0.936401,0.0
170755331,25647638,1924,80,15.848924,8.658719,0.000184,6.084396,14.743299,31.789134,4.928344,1.033813,0.0
170756307,25648614,699,67,15.688678,5.833234,0.000184,5.542039,11.375458,26.547607,4.467603,0.793091,0.0
170757371,25649678,1329,60,15.299061,0.837027,0.000689,3.67344,4.511155,13.47109,2.81731,0.742065,0.0
170758304,25650611,699,57,14.864171,0.412517,0.000745,3.452068,3.865331,12.509912,2.647436,0.759033,0.0
170759347,25651654,599,57,14.531207,0.398397,0.000745,4.47255,4.871691,17.723575,3.621943,0.733643,0.0
170800327,25652634,624,55,14.186392,0.297217,0.000351,4.976852,5.274421,20.486512,4.101235,0.78064,0.0
170801319,25653626,699,55,13.89993,0.982666,0.079595,4.939488,6.001749,20.273201,4.000515,0.797485,0.0
170802331,25654638,599,52,13.540124,0.447468,0.001354,3.295304,3.744125,11.799024,2.4982,0.784424,0.0
170803306,25655613,1485,53,13.211995,0.592827,0.002113,3.857548,4.452487,14.534509,2.996524,1.088013,0.0
170804330,25656637,1900,55,13.004713,2.12752,0.060972,5.064665,7.253157,21.197228,4.037272,0.834473,0.0
170805326,25657633,1895,54,12.738652,1.386106,0.103414,4.240096,5.729616,16.763806,3.292557,0.798828,0.0
170806333,25658640,998,53,12.466614,1.006866,0.032079,4.059726,5.09867,15.469744,3.153687,0.782837,0.0
170807339,25659646,868,52,12.202585,0.993032,0.114804,4.024627,5.132463,15.513576,3.099485,0.769043,0.0
170808326,25660633,699,49,11.902051,0.400551,0.002123,3.435139,3.837813,12.470849,2.627424,0.802856,0.0
170809354,25661661,599,49,11.653947,0.69637,0.001546,4.165727,4.863642,16.730009,3.321314,0.754028,0.0
170810319,25662626,2193,52,11.382522,0.581143,0.001071,3.664429,4.246643,13.838313,2.82828,0.718262,0.0
170811359,25663666,798,52,11.19333,1.439344,0.112792,4.352242,5.904378,17.420382,3.396468,0.731812,0.0
170812314,25664621,615,47,10.908967,0.348429,0.001643,3.187326,3.537398,11.4151,2.4086,0.74292,0.0
170813369,25665676,699,48,10.655267,0.308563,0.002045,3.160023,3.470632,11.175128,2.387089,0.754272,0.0
170814335,25666642,1073,52,10.455784,1.618506,0.019919,3.702354,5.340779,15.282914,2.853278,0.987061,0.0
170815345,25667652,1282,52,10.283702,1.230592,0.154383,4.098363,5.483338,16.236742,3.185997,0.836182,0.0
170816340,25668647,699,48,10.062731,0.558251,0.0521,3.553502,4.163853,13.29842,2.721432,0.750732,0.0
170817324,25669631,698,47,9.838051,0.370321,0.00092,3.368834,3.740075,12.305645,2.573598,0.74231,0.0
170818358,25670665,699,51,9.717679,1.706258,0.243087,4.466968,6.416313,18.366382,3.473111,0.748413,0.0
170819352,25671659,617,52,9.603891,1.279731,0.218877,5.137755,6.636363,21.445518,4.117158,0.841553,0.0
170820347,25672654,698,49,9.546942,3.137527,0.112103,4.746837,7.996467,21.832595,3.793338,0.773682,0.0
170821344,25673651,846,49,9.36196,0.453194,0.002147,3.886069,4.341409,15.020593,3.063351,0.771362,0.0
170822389,25674696,599,47,9.149822,0.310435,0.001223,3.098543,3.410202,10.924129,2.326614,0.804077,0.0
170823342,25675649,633,48,8.980758,0.819506,0.112667,3.687692,4.619865,14.163366,2.815919,0.762817,0.0
170824364,25676671,951,52,8.902018,1.787816,0.140766,4.731445,6.660028,20.133732,3.739335,0.945312,0.0
170825361,25677668,699,47,8.781594,0.568848,0.051865,4.991663,5.612376,20.739012,4.092988,0.783691,0.0
170826341,25678648,1849,50,8.700556,1.013184,0.162863,5.325087,6.501134,22.266707,4.321841,0.932251,0.0
170827361,25679668,1494,49,8.598742,1.485168,0.148299,4.161077,5.794545,16.854298,3.223986,0.807861,0.0
170828415,25680722,632,49,8.534334,2.197924,0.218231,4.416256,6.83241,18.836683,3.453777,0.774902,0.0
170829312,25681619,974,52,8.444737,1.095901,0.044701,5.004476,6.145078,20.739064,4.033436,1.139648,0.0
170830406,25682713,1813,53,8.447349,3.588257,0.320095,4.617649,8.526001,21.308081,3.609018,0.840088,1.09375
170831309,25683616,599,48,8.348181,1.746943,0.163875,4.000729,5.911548,16.692557,3.083418,0.747437,0.0
170832380,25684687,1121,54,8.324759,3.08119,0.00061,4.537693,7.619493,20.747294,3.592258,0.987305,0.0
170833346,25685653,2501,75,8.670819,11.60033,0.231021,5.54918,17.380531,36.079535,4.4287,0.966675,0.0
170834375,25686682,699,59,8.854557,8.007435,0.364323,5.602839,13.974597,30.581206,4.448267,0.803955,0.0
170835360,25687667,1873,53,8.823073,2.779831,0.254887,4.962313,7.99703,21.541321,3.900966,0.729126,0.0
170836351,25688658,699,49,8.649445,0.43845,0.000743,3.453253,3.892446,12.509295,2.625192,0.747192,0.0
170837411,25689718,699,48,8.513373,0.620514,0.001047,4.183279,4.80484,16.667838,3.326693,0.784912,0.0
170838392,25690699,699,47,8.335421,0.418321,0.001047,3.393371,3.81274,12.479391,2.593764,0.76355,0.0
170839378,25691685,599,47,8.223099,0.922496,0.000311,4.206697,5.129504,17.475506,3.37199,0.737427,0.0
170840363,25692670,1506,48,8.141579,0.720078,0.000372,5.182964,5.903415,21.173077,4.23816,0.80896,0.0
170841373,25693680,1821,49,8.088575,1.228263,0.028442,5.378158,6.634862,21.722375,4.342862,0.845093,0.0
170842357,25694664,1796,50,8.047831,2.304772,0.080131,4.574132,6.959035,19.502424,3.601256,0.818726,0.0
170843381,25695688,798,48,7.977268,1.476791,0.112042,4.455195,6.044028,17.967944,3.493056,0.778687,0.0
170844406,25696713,945,52,8.002307,3.783107,0.195742,4.683077,8.661926,22.047162,3.678679,0.807983,0.0
170845381,25697688,1197,48,7.884246,0.853063,0.091404,3.83277,4.777237,14.725014,2.966249,0.97876,0.0
170846358,25698665,1500,48,7.837117,1.800945,0.150236,4.576821,6.528002,19.072516,3.591424,1.01001,0.0
170847397,25699704,1645,49,7.813572,1.933071,0.19079,5.038493,7.162354,20.893827,3.993836,0.757324,0.0
170848384,25700691,799,50,7.788218,2.731397,0.047491,4.352727,7.131615,19.269721,3.420375,0.806152,0.0
170849360,25701667,2146,49,7.732451,1.423327,0.058681,4.720961,6.202969,18.913911,3.741548,0.817749,0.0
170850382,25702689,1558,49,7.684689,1.687785,0.140206,4.534237,6.362227,18.658979,3.544037,0.779663,0.0
170851368,25703675,1582,48,7.572775,0.981515,0.080306,3.559728,4.621549,13.815006,2.727232,0.969482,0.0
170852384,25704691,1149,49,7.560179,2.372834,0.21109,4.631876,7.215801,20.091275,3.630789,0.788818,0.0
170853379,25705686,1041,47,7.474355,0.938979,0.084848,4.168791,5.192619,16.171373,3.254027,0.890137,0.0
170854386,25706693,1178,62,7.581914,5.256853,0.17133,5.088236,10.516419,25.796769,4.069935,0.777954,0.0
170855391,25707698,1560,52,7.567888,1.563188,0.187211,5.443056,7.193455,22.535065,4.392174,0.828003,0.0
170856363,25708670,1658,54,7.642032,4.478264,0.126573,5.032875,9.637713,24.114474,3.995947,1.077881,0.0
170857408,25709715,1890,52,7.673402,3.383566,0.337448,4.822843,8.543857,22.248287,3.776409,0.836426,0.0
170858375,25710682,1231,48,7.569034,0.905958,0.002334,3.971311,4.879603,15.009971,3.087877,0.822021,0.0
170859397,25711704,599,47,7.472019,0.789039,0.001073,3.96981,4.759922,15.102887,3.083158,0.783447,0.0
170900386,25712693,1466,48,7.390063,0.951659,0.012362,4.262607,5.226628,16.5379,3.352331,0.767334,0.0
170901396,25713703,1996,46,7.30673,1.126708,0.002412,3.896912,5.026032,15.421591,3.041626,0.862915,0.0
170902362,25714669,1253,53,7.263491,2.085549,0.029064,3.991021,6.105635,17.122356,3.122915,0.974609,0.0
170903470,25715777,2343,65,7.600429,11.332826,0.111392,5.585601,17.02982,34.796351,4.522794,0.977783,0.0
170904343,25716650,2157,53,7.669584,4.137524,0.059276,5.148068,9.344867,23.674473,4.114264,0.791626,0.0
170905408,25717715,1448,52,7.624535,1.423267,0.12536,4.674439,6.223066,18.768346,3.685278,0.814575,0.0
170906367,25718674,799,50,7.597566,1.912148,0.135481,4.867855,6.915484,19.967714,3.852257,1.007935,0.0
170907422,25719729,1532,52,7.582745,2.413403,0.098267,4.653183,7.164853,19.697854,3.670328,1.112427,0.0
170908379,25720686,1504,52,7.667696,5.070141,0.024472,4.74275,9.837363,23.398796,3.766072,0.723877,0.0
170909374,25721681,1273,52,7.645238,2.316281,0.036468,4.659229,7.011978,19.899057,3.704242,0.899048,0.0
170910387,25722694,1415,49,7.63086,2.095786,0.040506,5.103535,7.239827,21.233255,4.073743,1.047607,0.0
170911383,25723690,2057,59,7.893056,8.628755,0.105243,6.151282,14.88528,33.477059,5.007898,0.973999,0.945312
170912447,25724754,1473,55,7.961218,3.865254,0.118588,5.819662,9.803505,26.482149,4.734104,0.794434,0.0
170913364,25725671,1600,55,8.067126,4.926237,0.045719,5.776312,10.748268,27.820157,4.699305,0.964966,0.0
170914413,25726720,699,53,8.137165,4.338084,0.075545,5.792088,10.205717,27.039374,4.71726,1.133301,0.0
170915415,25727722,599,50,8.092712,1.314872,0.115276,5.52275,6.952897,22.846582,4.504464,0.752075,0.0
170916397,25728704,499,48,8.01313,0.851084,0.091887,4.928087,5.871059,19.490174,3.959793,0.738159,0.0
170917395,25729702,599,48,7.88279,0.631941,0.000373,3.660616,4.29293,13.627701,2.822487,0.743774,0.0
170918418,25730725,542,46,7.737501,0.497271,0.00104,3.308252,3.806563,11.974449,2.513756,0.746094,0.0
170919402,25731709,699,48,7.662685,1.324499,0.000597,4.36264,5.687736,17.802775,3.483419,0.748169,0.0
170920419,25732726,942,47,7.595039,0.697784,0.000868,5.03915,5.737801,20.88104,4.158392,0.772339,0.0
170921375,25733682,599,46,7.516627,0.530033,0.000868,4.90531,5.43621,20.500491,4.06931,0.772461,0.0
170922419,25734726,686,46,7.426237,0.411429,0.000868,4.459674,4.87197,18.375026,3.652214,0.748047,0.0
170923405,25735712,499,46,7.343124,0.831984,0.050395,4.314788,5.197167,17.392623,3.443434,0.747559,0.0
170924399,25736706,599,45,7.251887,1.138993,0.001114,3.612093,4.7522,14.51162,2.816964,0.744019,0.0
170925410,25737717,499,43,7.123037,0.401272,0.002702,3.218346,3.62232,11.548969,2.447976,0.766846,0.0
170926441,25738748,599,45,7.025464,0.630817,0.002702,3.787213,4.420732,14.348333,2.968847,0.793091,0.0
170927407,25739714,599,46,6.945782,0.793635,0.05025,4.015461,4.859347,15.379203,3.138782,0.749512,0.0
170928444,25740751,2354,46,6.867541,0.676626,0.000442,4.003199,4.680267,15.145763,3.127072,0.762207,0.0
170929396,25741703,971,45,6.781471,0.472536,0.001533,4.065,4.53907,15.992447,3.253893,0.758179,0.0
170930420,25742727,594,45,6.747065,0.871109,0.000703,4.900899,5.772711,20.920633,4.056186,0.769165,0.0
170931427,25743734,599,44,6.678822,0.31866,0.000703,4.55987,4.879233,19.027725,3.766024,1.151733,0.0
170932406,25744713,885,43,6.58236,0.508485,0.001274,3.484222,3.99398,13.175282,2.696104,0.734131,0.0
170933433,25745740,699,43,6.529942,0.626436,0.06328,4.393471,5.083187,17.641779,3.53051,0.777954,0.0
170934436,25746743,699,43,6.444218,0.462072,0.00309,3.727602,4.192765,14.212752,2.916362,0.757568,0.0
170935417,25747724,1873,43,6.365544,0.6334,0.001707,3.608452,4.243559,13.369496,2.787089,0.823608,0.0
170936463,25748770,1251,42,6.28449,0.513118,0.001707,3.541933,4.056758,13.598197,2.750871,0.758545,0.0
170937389,25749696,699,41,6.202309,0.505495,0.000934,3.578201,4.084629,13.608506,2.780335,0.783203,0.0
170938445,25750752,599,42,6.113593,0.380104,0.000856,3.141697,3.522657,11.32769,2.383663,0.759766,0.0
170939411,25751718,2164,42,6.038167,0.363955,0.000868,3.746922,4.111745,14.880961,2.983137,0.785278,0.0
170940479,25752786,724,42,6.006294,0.378898,0.001641,4.734738,5.115276,20.13105,3.928531,0.759888,0.0
170941393,25753700,499,45,6.060934,2.698748,0.000857,4.739197,7.438803,21.980764,3.862572,0.840576,0.0
170942463,25754770,499,43,5.988149,0.461503,0.000801,3.368887,3.831191,12.452776,2.586982,0.797974,0.0
170943423,25755730,499,42,5.90953,0.434897,0.000801,3.493219,3.928917,13.110523,2.707243,0.781738,0.0
170944433,25756740,599,42,5.856073,0.646109,0.053541,3.652329,4.351978,13.85924,2.822812,0.768921,0.0
170945426,25757733,1167,42,5.803675,0.71246,0.052264,3.637308,4.402032,13.7768,2.797273,0.807495,0.0
170946431,25758738,599,42,5.758588,0.735372,0.000799,3.796165,4.532337,14.395261,2.940372,0.758423,0.0
170947454,25759761,799,42,5.717348,0.723972,0.000547,3.883939,4.608458,14.784186,3.021058,0.903931,0.0
170948447,25760754,599,41,5.658194,0.566466,0.050019,3.484959,4.101443,13.211874,2.678699,0.764893,0.0
170949424,25761731,599,42,5.622602,0.508093,0.000923,4.144546,4.653561,16.568343,3.307343,0.813721,0.0
170950470,25762777,698,42,5.62142,0.567621,0.057974,4.963152,5.588746,20.709472,4.066116,0.813354,0.0
170951428,25763735,1714,42,5.610436,0.532554,0.009462,4.785098,5.327113,19.88404,3.899585,0.81897,0.0
170952453,25764760,1285,42,5.558409,0.564671,0.064412,3.460719,4.089801,12.968314,2.650378,0.818726,0.0
170953475,25765782,499,41,5.494457,0.466135,0.001781,3.348621,3.816538,12.338867,2.56668,0.787231,0.0
170954420,25766727,599,40,5.442755,0.552907,0.001795,3.520472,4.075174,13.176188,2.716364,0.772827,0.0
170955452,25767759,599,40,5.37663,0.325951,0.001795,3.157839,3.485585,11.598553,2.416023,0.731323,0.0
170956445,25768752,499,41,5.305647,0.349667,0.001795,3.101131,3.452593,11.168901,2.349558,0.751831,0.0
170957462,25769769,599,40,5.239325,0.318233,0.000185,3.113347,3.431765,11.297644,2.361894,0.806519,0.0
170958444,25770751,536,40,5.179089,0.322503,0.000719,3.259325,3.582548,12.05156,2.502142,0.799927,0.0
170959445,25771752,599,40,5.124358,0.404163,0.000933,3.211843,3.61694,11.719372,2.453476,0.768921,0.0
171000468,25772775,698,40,5.070808,0.347065,0.000915,3.27846,3.626439,12.077583,2.517441,0.754272,0.0
171001452,25773759,775,42,5.064354,0.842966,0.108693,3.942322,4.89398,15.456572,3.071108,0.757935,0.0
171002480,25774787,1406,41,5.032535,0.562652,0.002605,3.593693,4.15895,13.458283,2.780883,0.767944,0.0
171003441,25775748,786,41,5.013172,0.706654,0.05302,3.745469,4.505143,14.373364,2.900269,0.759033,0.0
171004484,25776791,698,40,4.971172,0.438476,0.001713,3.350526,3.790715,12.506705,2.587586,0.888672,0.0
171005448,25777755,1932,41,4.924906,0.419924,0.00041,3.307613,3.727948,12.212379,2.53044,0.809448,0.0
171006454,25778761,1296,41,4.940264,1.081728,0.004052,4.285187,5.370967,16.747566,3.373015,0.769531,0.0
171007480,25779787,599,40,4.910706,0.562759,0.000121,3.556327,4.119207,13.273659,2.739619,0.757812,0.0
171008456,25780763,599,40,4.878958,0.545803,0.002025,3.495617,4.043445,12.907508,2.694173,0.808472,0.0
171009468,25781775,599,40,4.832592,0.345011,0.000688,3.203095,3.548794,11.855314,2.457916,0.803955,0.0
171010460,25782767,599,40,4.78627,0.420672,0.000688,3.129595,3.550955,11.479137,2.379949,0.763916,0.0
171011471,25783778,699,40,4.735685,0.322711,0.000123,3.035638,3.358472,10.823897,2.287342,0.807983,0.0
171012448,25784755,698,40,4.689887,0.328781,0.00157,3.136941,3.467292,11.530473,2.386589,0.752075,0.0
171013487,25785794,698,40,4.65115,0.325729,0.00157,3.25241,3.579709,12.087272,2.503878,0.765381,0.0
171014469,25786776,599,40,4.61754,0.388827,0.00157,3.355011,3.745409,12.541666,2.584586,0.779785,0.0
171015459,25787766,599,40,4.574284,0.352848,0.001119,3.03019,3.384157,11.191232,2.289532,1.088867,0.0
171016483,25788790,998,41,4.595165,1.111716,0.000247,4.0535,5.165463,15.814284,3.171545,0.925171,0.0
171017473,25789780,1034,42,4.647613,1.703012,0.065096,4.263981,6.032089,17.711796,3.341869,0.913208,0.0
171018476,25790783,1154,42,4.682524,1.193385,0.042577,4.397054,5.633016,17.313494,3.464853,0.849121,0.0
171019464,25791771,1929,42,4.711735,1.046178,0.002069,4.449725,5.497971,17.540802,3.519775,0.796143,0.0
171020471,25792778,699,41,4.716577,0.832562,0.057329,3.959069,4.848959,15.280618,3.076567,0.77356,0.0
171021486,25793793,599,40,4.674507,0.375051,0.00109,3.17183,3.547971,11.661594,2.417283,0.878906,0.0
171022478,25794785,598,39,4.624788,0.366812,0.001262,2.936236,3.304309,10.367033,2.20087,0.773682,0.0
171023472,25795779,599,0,4.589988,0.364117,0.001262,3.27616,3.641538,12.283432,2.518455,0.973022,0.0
171024483,25796790,599,40,4.55839,0.374992,0.001658,3.322339,3.698989,12.502004,2.568634,0.796997,0.0
171025481,25797788,698,39,4.516942,0.339587,0.00163,3.069265,3.410483,11.197539,2.327305,0.763062,0.0
171026476,25798783,599,40,4.475317,0.348781,0.001957,2.999536,3.350274,10.732779,2.2627,0.784058,0.0
171027488,25799795,599,40,4.43723,0.32693,0.001164,3.076515,3.40461,11.145425,2.329631,0.794922,0.0
171028484,25800791,580,39,4.406001,0.349718,0.001445,3.222858,3.574021,11.675971,2.461832,0.774658,0.0
171029493,25801800,1937,38,4.373355,0.365784,0.000366,3.126695,3.492845,11.338308,2.376343,0.758057,0.0
171030530,25802837,1331,40,4.350541,0.433033,0.040507,3.262274,3.735815,12.150045,2.477832,0.78833,0.0
171031469,25803776,1619,40,4.338248,0.54313,0.001885,3.473289,4.018305,13.096485,2.669876,0.897217,0.0
171032508,25804815,591,39,4.326258,0.548862,0.001493,3.43076,3.981115,12.834905,2.637549,0.764648,0.0
171033491,25805798,599,39,4.287157,0.324855,0.001645,2.946018,3.272518,10.616302,2.214713,0.80249,0.0
171034526,25806833,764,39,4.272777,0.404544,0.000124,3.473297,3.877965,12.943423,2.686478,0.747437,0.0
171035494,25807801,1563,39,4.273585,0.60592,0.061685,3.627072,4.294677,13.929225,2.811221,0.838013,0.0
171036488,25808795,1389,41,4.311346,1.120827,0.086509,4.158524,5.36586,16.415494,3.2445,0.773193,0.0
171037497,25809804,1571,42,4.382303,1.605477,0.177819,4.528833,6.312129,18.699439,3.549084,0.855957,0.0
171038516,25810823,969,42,4.457416,1.633855,0.09739,4.735457,6.466702,19.490157,3.740263,0.880249,1.109375
171039479,25811786,599,41,4.494998,1.219149,0.028754,4.24018,5.488083,16.909556,3.334456,0.763428,0.0
171040521,25812828,1463,41,4.508911,0.836049,0.047915,4.015979,4.899943,15.526205,3.11761,0.813721,0.0
171041489,25813796,777,40,4.499541,0.693938,0.00205,3.561375,4.257363,13.3212,2.740086,0.748047,0.0
171042514,25814821,599,41,4.514421,0.97631,0.061224,3.892441,4.929976,15.270641,3.023321,0.789673,0.0
171043507,25815814,599,40,4.481795,0.373952,0.001072,3.248142,3.623166,12.087995,2.492735,0.786133,0.0
171044502,25816809,698,40,4.445308,0.348017,0.000492,3.104434,3.452943,11.414251,2.362897,0.777588,0.0
171045540,25817847,1397,40,4.412876,0.387764,0.002026,3.14196,3.53175,11.386216,2.382397,0.806641,0.0
171046477,25818784,1368,41,4.447614,1.079934,0.068914,4.201077,5.349925,16.504365,3.287372,0.789307,0.0
171047521,25819828,1389,42,4.483817,1.160971,0.062859,4.305617,5.529446,17.183448,3.374391,0.797852,0.0
171048515,25820822,1833,42,4.512495,1.032804,0.061795,4.159102,5.2537,16.147073,3.236676,0.75293,0.0
171049506,25821813,2139,44,4.539198,1.358386,0.043395,3.862917,5.264697,15.945021,3.021087,0.828735,1.101562
171050531,25822838,676,41,4.526258,0.552947,0.056851,3.564158,4.173956,13.43057,2.744308,0.757568,0.0
171051503,25823810,699,39,4.506735,0.478694,0.055319,3.458937,3.99295,12.913457,2.658989,0.763672,0.0
171052512,25824819,2030,40,4.479455,0.423286,0.001634,3.295144,3.720064,12.333434,2.5261,0.855103,0.0
