timestamp,Relative timestamp(mS),CPU0-Frequency(MHz),CPU0-DTS(Degree C),Power-EWMA Power(Watts),Power-IA Power(Watts),Power-GT Power(Watts),Power-Rest of Package Power(Watts),Power-Package Power(Watts),Power-MSR Psys Power(Watts),Power-Psys EWMA Power(Watts),Power-SA Power(Watts),Voltage-IA Target voltage(Volts),Voltage-GT Target Voltage(Volts)
161409537,6744301,2792,48,7.635594,2.135926,0.035792,4.427823,6.599541,18.810364,21.090805,3.498901,1.016724,0.0
161410543,6745307,3745,55,7.849214,8.380945,0.287746,5.133245,13.801937,29.79579,21.39237,4.089922,1.030518,1.40625
161411554,6746318,2218,47,7.814433,1.808827,0.347149,4.733781,6.889757,19.590002,21.32697,3.748436,0.957153,0.0
161412553,6747317,998,47,7.778539,1.357013,0.16195,5.294421,6.813384,20.986905,21.314789,4.267958,0.760132,0.0
161413548,6748312,1763,47,7.774672,2.299582,0.210259,5.160223,7.670064,21.656178,21.326969,4.128274,0.859985,0.0
161414564,6749328,1542,46,7.719018,1.169973,0.173659,4.864901,6.208533,19.188778,21.250987,3.88294,0.806274,0.0
161415543,6750307,1796,46,7.686134,1.580486,0.141534,5.090729,6.812749,20.483819,21.223177,4.087732,0.777832,0.0
161416558,6751322,1988,48,7.726811,3.353629,0.158168,5.33774,8.849537,23.820108,21.313977,4.298583,1.007935,0.0
161417558,6752322,1423,47,7.722397,2.070505,0.151896,5.382639,7.605041,22.247284,21.347809,4.340772,0.828857,0.0
161418561,6753325,798,48,7.748646,2.75774,0.162679,5.536212,8.456631,23.716178,21.432563,4.480236,0.878784,0.0
161419558,6754322,1769,49,7.762805,2.096658,0.182618,5.865411,8.144687,24.112,21.528257,4.763306,0.87146,0.0
161420553,6755317,1155,47,7.770933,2.470576,0.19242,5.32832,7.991316,22.686081,21.569442,4.284337,0.778198,0.0
161421570,6756334,1896,48,7.764544,2.049239,0.162414,5.379848,7.5915,22.23253,21.593053,4.343178,0.843018,0.0
161422553,6757317,1551,47,7.761213,2.156516,0.144516,5.371814,7.672845,22.31,21.619094,4.334456,0.839722,0.953125
161423566,6758330,1497,48,7.771003,2.654688,0.158642,5.226733,8.040062,22.569472,21.652459,4.204223,0.843018,0.0
