timestamp,Relative timestamp(mS),CPU0-Frequency(MHz),CPU0-DTS(Degree C),Power-EWMA Power(Watts),Power-IA Power(Watts),Power-GT Power(Watts),Power-Rest of Package Power(Watts),Power-Package Power(Watts),Power-MSR Psys Power(Watts),Power-Psys EWMA Power(Watts),Power-SA Power(Watts),Voltage-IA Target voltage(Volts),Voltage-GT Target Voltage(Volts)
164320391,8495155,772,38,4.549807,0.915157,0.034066,3.652605,4.601829,14.155224,14.566428,2.820749,1.060669,0.0
164321335,8496099,599,37,4.537837,0.983119,0.003945,3.244146,4.23121,12.616292,14.493158,2.469255,0.801147,0.0
164322379,8497143,1483,36,4.514322,0.377262,0.003945,3.463558,3.844765,13.107187,14.446184,2.686383,0.982788,0.0
164323356,8498120,570,37,4.480476,0.247134,0.002113,3.353823,3.60307,12.428247,14.37116,2.590799,0.863037,0.0
164324375,8499139,698,36,4.449412,0.322061,0.002689,3.264568,3.589317,12.085023,14.291472,2.507632,0.892944,0.0
164325370,8500134,2131,36,4.429098,0.334825,0.002875,3.553516,3.891216,13.714863,14.270508,2.775541,0.759155,0.0
164326385,8501149,524,36,4.404455,0.757143,0.002272,2.975519,3.734934,11.181947,14.160754,2.240941,1.054565,1.109375
164327368,8502132,499,38,4.388361,0.429471,0.000781,3.530665,3.960917,13.387004,14.132678,2.749466,1.086304,0.0
164328390,8503154,499,36,4.361387,0.384404,0.001614,3.233994,3.620012,12.127369,14.062277,2.481144,1.021484,0.0
164329374,8504138,599,36,4.328387,0.352594,0.001614,3.102198,3.456407,11.175053,13.956996,2.346356,1.084351,0.0
164330380,8505144,499,37,4.320986,0.361564,0.002228,3.75441,4.118202,14.81452,13.987193,2.981252,0.908447,0.0
164331378,8506142,599,37,4.297526,0.369855,0.001518,3.29602,3.667393,12.368495,13.929152,2.529953,1.141113,0.0
164332383,8507147,599,35,4.264098,0.325745,0.000429,3.032535,3.358709,11.042588,13.826369,2.295889,0.766235,0.0
164333378,8508142,699,35,4.235109,0.261024,0.001763,3.192873,3.45566,11.603846,13.746597,2.438488,1.190186,0.0
164334391,8509155,551,37,4.21372,0.316401,0.000674,3.316722,3.633798,12.438793,13.700076,2.562986,1.111572,0.96875
164335389,8510153,541,36,4.206993,0.340449,0.000602,3.686909,4.027959,14.40026,13.725408,2.912111,0.828857,1.109375
164336384,8511148,816,36,4.176982,0.410661,0.003354,2.953528,3.367543,10.654629,13.615627,2.209839,0.787476,0.0
164337391,8512155,599,35,4.153894,0.259908,0.000246,3.264488,3.524642,12.115663,13.562486,2.510501,0.894287,0.0
