timestamp,Relative timestamp(mS),CPU0-Frequency(MHz),CPU0-DTS(Degree C),Power-EWMA Power(Watts),Power-IA Power(Watts),Power-GT Power(Watts),Power-Rest of Package Power(Watts),Power-Package Power(Watts),Power-MSR Psys Power(Watts),Power-Psys EWMA Power(Watts),Power-SA Power(Watts),Voltage-IA Target voltage(Volts),Voltage-GT Target Voltage(Volts)
142145236,0,2438,75,15.82636,7.063867,0.006775,6.114222,13.184864,30.674431,33.927896,4.910154,1.032471,0.0
142146279,1043,2284,93,15.764065,7.970481,0.295432,5.809186,14.075099,31.665308,33.847332,4.624714,0.924072,0.0
142147285,2049,2242,89,15.80806,10.60853,0.306639,6.029957,16.945127,35.118118,33.894624,4.862663,0.945435,0.0
142148218,2982,1609,78,15.824547,9.87095,0.360144,6.035867,16.266961,33.822517,33.892033,4.848109,0.893066,0.0
142149290,4054,1596,74,15.930217,11.230469,0.491545,7.26697,18.988984,39.440722,34.077319,5.874715,0.786621,0.0
142150201,4965,1807,70,15.852489,4.706147,2.283205,6.908769,13.898121,32.944452,34.033987,5.543827,0.852173,1.039062
142151267,6031,2086,69,15.749993,3.689914,2.405696,6.606603,12.702213,30.900539,33.932038,5.312337,0.861572,1.195312
142152223,6987,1767,67,15.661769,4.165635,3.045798,6.219053,13.430485,31.527724,33.840588,4.951986,0.735107,1.273438
142153254,8018,1875,67,15.561801,3.627414,2.962405,6.147076,12.736895,30.029552,33.710333,4.902839,0.848267,1.34375
142154235,8999,1849,67,15.505959,4.070767,4.076213,5.898269,14.045249,32.174881,33.653795,4.656491,0.781616,1.398438
142155246,10010,2027,67,15.484724,4.362489,4.369147,6.168222,14.899858,34.103285,33.669543,4.899425,0.862183,1.289062
142156225,10989,1861,66,15.465082,4.18683,4.500406,6.252961,14.940198,34.50877,33.699845,4.99299,0.811035,1.234375
142157253,12017,1982,65,15.433437,4.232788,4.383819,5.944326,14.560933,33.305494,33.686057,4.735181,0.800049,1.34375
142158235,12999,2281,66,15.393776,3.707426,4.734881,5.911928,14.354235,32.762236,33.652107,4.687785,0.800293,1.289062
142159248,14012,1842,65,15.360984,3.626521,4.75564,6.075642,14.457804,33.021076,33.629976,4.822337,0.804565,1.398438
142200227,14991,1737,66,15.338527,3.587939,4.806413,6.345909,14.740261,34.054963,33.645336,5.066943,0.793457,1.398438
142201238,16002,1898,0,15.330196,3.849766,4.764919,6.485562,15.100247,35.172834,33.698744,5.199273,0.888672,1.398438
