timestamp,Relative timestamp(mS),CPU0-Frequency(MHz),CPU0-DTS(Degree C),Power-EWMA Power(Watts),Power-IA Power(Watts),Power-GT Power(Watts),Power-Rest of Package Power(Watts),Power-Package Power(Watts),Power-MSR Psys Power(Watts),Power-Psys EWMA Power(Watts),Power-SA Power(Watts),Voltage-IA Target voltage(Volts),Voltage-GT Target Voltage(Volts)
145246200,1860964,1574,49,9.778099,0.91517,0.005662,3.715634,4.636467,14.092326,23.833552,2.844728,1.336304,0.0
145247186,1861950,1098,49,9.638769,1.503495,0.009541,4.356002,5.869038,17.920056,23.622778,3.427326,1.090088,0.0
145248200,1862964,1201,52,9.555606,2.445902,0.256951,4.586198,7.289051,20.032219,23.495698,3.588633,1.057251,0.0
145249218,1863982,2280,60,9.764828,8.87022,0.352998,6.149883,15.373101,34.652877,23.896958,4.92621,0.813599,1.09375
145250196,1864960,2001,60,9.85072,5.548683,0.781886,5.796721,12.12729,29.913642,24.115707,4.623743,0.815552,1.125
145251196,1865960,1397,58,9.981163,7.482761,0.404116,5.694599,13.581476,30.480795,24.338258,4.535617,1.156738,0.0
145252238,1867002,599,52,9.809776,1.149506,0.014436,4.027945,5.191887,15.604858,24.025415,3.112184,0.886841,0.0
145253194,1867958,2007,62,9.865217,5.384644,0.574625,5.347479,11.306748,26.54376,24.118684,4.240266,1.049194,0.9375
145254283,1869047,2596,61,10.01616,8.2805,0.345802,5.655223,14.281525,31.336573,24.365123,4.548907,0.987671,0.0
145255201,1869965,1803,79,10.375528,13.269771,0.114567,5.863295,19.247633,37.844653,24.889862,4.718522,0.896973,1.085938
145256223,1870987,2995,99,10.8012,16.655617,0.07892,6.624442,23.358979,43.250722,25.491836,5.350084,0.949707,0.0
145257181,1871945,3494,99,11.039306,10.905047,0.001194,6.418426,17.324668,35.85911,25.870242,5.184942,1.00354,0.0
145258221,1872985,3088,97,11.222005,10.336371,0.001194,6.047154,16.384719,33.418183,26.128219,4.853539,1.028931,0.0
145259207,1873971,3119,95,11.413813,10.550924,0.001194,5.833943,16.386061,32.924769,26.380663,4.667311,0.927612,0.0
145300208,1874972,3316,95,11.586532,10.215589,0.001194,6.101826,16.318609,33.340299,26.625741,4.895317,0.961182,0.0
145301195,1875959,2770,80,11.755321,10.613898,0.001194,5.692819,16.307911,32.634724,26.840562,4.538125,0.948486,0.0
145302209,1876973,3095,97,11.936608,10.940675,0.002965,5.949383,16.893024,34.396708,27.107186,4.781808,0.97998,0.0
