timestamp,Relative timestamp(mS),CPU0-Frequency(MHz),CPU0-DTS(Degree C),Power-EWMA Power(Watts),Power-IA Power(Watts),Power-GT Power(Watts),Power-Rest of Package Power(Watts),Power-Package Power(Watts),Power-Effective EWMA PeciMmio(Watts),Power-MSR Psys Power(Watts),Power-SA Power(Watts),Voltage-IA Target voltage(Volts),Voltage-GT Target Voltage(Volts)
112605639,2693262,599,44,5.804884,1.196326,0.069533,3.88758,5.153439,6.084914,15.697844,3.04374,0.767944,0.0
112606631,2694254,1284,48,5.869188,3.103988,0.122372,4.357696,7.584056,6.139044,19.749704,3.395403,1.003662,0.0
112607634,2695257,1088,44,5.873717,1.786389,0.002434,4.206801,5.995624,6.166221,17.760676,3.335993,0.731201,0.0
112608623,2696246,949,42,5.819125,0.5686,0.000857,3.771086,4.340543,6.101279,14.197581,2.918551,0.733521,0.0
112609642,2697265,599,42,5.761363,0.657487,0.000857,3.5238,4.182144,6.13154,13.630672,2.753781,0.734985,0.0
112610629,2698252,822,41,5.714349,0.593341,0.00036,3.874529,4.46823,6.106112,14.531293,2.975764,0.733521,0.0
112611645,2699268,599,43,5.671221,0.739472,0.002224,3.750418,4.492113,6.050025,14.34468,2.912901,0.731201,0.0
112612634,2700257,1077,43,5.611167,0.513272,0.002224,3.500677,4.016173,5.976225,12.97718,2.664461,0.734619,0.0
112613647,2701270,599,41,5.535033,0.353696,0.002224,3.101978,3.457898,5.887274,11.448849,2.373212,0.734131,0.0
112614629,2702252,698,40,5.456269,0.354088,0.002224,2.999475,3.355788,5.795688,10.703183,2.237092,0.734253,0.0
112615641,2703264,699,40,5.38849,0.373359,0.002224,3.148093,3.523676,5.716006,11.613258,2.402786,0.733032,0.0
112616640,2704263,699,41,5.328217,0.29432,0.002224,3.424307,3.72085,5.800603,13.441284,2.725471,0.736694,0.0
112617635,2705258,699,40,5.319989,0.306459,0.002224,4.788915,5.097598,5.796167,20.122475,3.910331,0.732056,0.0
112618643,2706266,699,41,5.309095,0.302047,0.002224,4.709147,5.013418,5.768351,20.008149,3.862504,0.729492,0.0
112619657,2707280,699,41,5.257719,0.373053,0.002224,3.506729,3.882006,5.700443,13.281868,2.679492,0.734741,0.0
112620640,2708263,661,40,5.198497,0.430313,0.002224,3.191471,3.624008,5.625246,11.727392,2.424002,0.733398,0.0
112621644,2709267,699,40,5.135474,0.359436,0.002224,3.039838,3.401498,5.547177,11.211345,2.31083,0.729492,0.0
112622658,2710281,698,40,5.070005,0.291315,0.002224,3.016112,3.309651,5.466946,10.993516,2.298077,0.733521,0.0
112623641,2711264,599,40,5.008873,0.303252,0.002224,3.078123,3.383599,5.391424,11.121855,2.320537,0.728882,0.0
112624652,2712275,699,40,4.964451,0.400831,0.002224,3.339191,3.742245,5.333644,12.460433,2.555459,0.733276,0.0
112625653,2713276,599,40,4.908476,0.358182,0.002224,3.05382,3.414226,5.264271,11.036678,2.293281,0.732666,0.0
112626665,2714288,699,40,4.864175,0.294942,0.002224,3.373358,3.670524,5.207294,13.290984,2.699388,0.72998,0.0
112627650,2715273,699,40,4.875848,0.851356,0.002224,4.333865,5.187445,5.246304,18.08165,3.454505,0.728394,0.0
112628666,2716289,699,40,4.833152,0.42706,0.002224,3.232887,3.662171,5.190577,12.057628,2.481478,0.726929,0.0
112629649,2717272,638,39,4.778412,0.348146,0.002224,2.975685,3.326056,5.122921,10.63338,2.233815,0.728394,0.0
112630658,2718281,599,39,4.73023,0.374469,0.002224,3.029292,3.405985,5.062645,11.21029,2.303143,0.727783,0.0
112631653,2719276,699,39,4.683435,0.326227,0.002224,3.103189,3.43164,5.00387,11.616218,2.377347,0.734009,0.0
112632663,2720286,699,39,4.634131,0.342325,0.002224,2.95006,3.294609,4.94313,10.91667,2.28044,0.732178,0.0
112633661,2721284,699,39,4.591221,0.378237,0.002224,3.064064,3.444524,4.991592,10.881532,2.253634,0.733765,0.0
