timestamp,Relative timestamp(mS),CPU0-Frequency(MHz),CPU0-DTS(Degree C),Power-EWMA Power(Watts),Power-IA Power(Watts),Power-GT Power(Watts),Power-Rest of Package Power(Watts),Power-Package Power(Watts),Power-MSR Psys Power(Watts),Power-PECI Psys Power(Watts),Power-SA Power(Watts),Voltage-IA Target voltage(Volts),Voltage-GT Target Voltage(Volts)
172019745,1377269,1104,47,7.524354,1.074548,0.064206,4.985809,5.680782,17.890149,17.890149,3.589491,0.746948,0.0
172020762,1378286,1896,48,7.489917,1.596824,0.063812,4.917145,6.508797,19.96726,19.96726,3.865456,0.800415,0.0
172021743,1379267,1098,52,7.533893,3.793378,0.140953,5.163574,8.721692,22.575154,22.552999,3.782559,0.732056,0.0
172022760,1380284,1712,48,7.471919,1.103877,0.071334,5.26123,5.727764,17.933448,17.951747,3.601012,0.789307,0.0
172023740,1381264,1197,50,7.470536,2.66709,0.148933,5.30599,7.435203,20.396305,20.396305,3.646986,0.742065,0.0
172024753,1382277,1098,48,7.415537,1.191925,0.057873,4.637765,5.894668,18.477895,18.477895,3.67961,0.755371,0.914062
172025757,1383281,3687,47,7.352869,1.074843,0.063726,5.04412,5.66465,17.815945,17.815945,3.573029,1.191284,0.0
172026756,1384280,1397,49,7.381127,3.132706,0.148396,5.353655,8.147947,21.756386,21.756386,3.851956,0.749756,0.921875
172027756,1385280,1190,49,7.410766,3.060007,0.147564,5.386353,8.189628,22.399108,22.426174,3.968996,0.846558,0.953125
172028754,1386278,1397,52,7.482758,4.221712,0.130188,4.866536,9.474329,24.453003,24.425964,4.080444,0.756836,0.96875
172029749,1387273,1596,49,7.434042,1.203318,0.059793,5.025228,6.101715,19.178555,19.178555,3.840934,0.784546,0.0
172030762,1388286,1158,0,7.380651,1.200462,0.064523,5.428105,5.895722,18.289997,18.289997,3.669416,0.741699,0.0
172031764,1389288,1280,46,7.331175,1.253418,0.065308,5.350749,5.970581,18.558303,18.558303,3.687691,0.878784,0.0
172032763,1390287,1397,48,7.361283,3.175931,0.119102,5.070278,8.165787,22.031742,22.031742,3.864361,0.751221,0.0
172033760,1391284,1522,47,7.363291,2.568501,0.149176,4.776001,7.430038,20.651816,20.651816,3.72937,0.765625,0.0
172034758,1392282,1198,46,7.320227,1.134123,0.073031,5.330404,6.127756,19.613957,19.613957,3.93288,0.740234,0.0
172035773,1393297,1355,46,7.268832,1.139426,0.058862,5.586751,5.827895,18.32235,18.32235,3.670427,0.938599,0.921875
172036757,1394281,1098,47,7.273969,2.515368,0.060669,4.453241,7.424255,20.898654,20.898654,3.850567,0.738647,0.0
172037765,1395289,1424,48,7.301039,3.067379,0.156399,5.448405,8.044988,21.636994,21.636994,3.819659,0.776245,0.921875
172038767,1396291,1283,48,7.332893,3.075077,0.154495,6.004333,7.927372,21.155258,21.155258,3.726535,1.09021,0.953125
172039763,1397287,1202,49,7.386245,3.622532,0.25991,4.643248,8.847377,23.632411,23.632411,3.93159,1.217529,0.0
172040780,1398304,1637,52,7.447562,3.711,0.211443,6.326803,8.980825,23.648455,23.648455,4.023908,1.148193,0.0
172041763,1399287,1879,53,7.478573,3.267423,0.167633,5.836487,8.146122,21.757743,21.757743,3.732687,1.219604,0.0
172042780,1400304,897,49,7.480159,2.577663,0.218667,4.988607,7.525988,21.098583,21.098583,3.742331,0.730957,0.0
172043766,1401290,1272,48,7.424382,1.237576,0.074132,5.048753,5.9251,18.398015,18.398015,3.646085,0.745483,0.0
172044775,1402299,1098,48,7.411433,2.136796,0.141682,4.961286,7.038403,20.286452,20.286452,3.770981,0.741455,0.0
172045774,1403298,998,49,7.396716,2.151014,0.135259,5.310059,6.996162,20.031508,20.031508,3.725141,0.771729,1.078125
172046775,1404299,1497,49,7.402276,2.689265,0.179759,5.131022,7.563588,20.695683,20.695683,3.712463,0.775391,1.046875
172047774,1405298,1036,51,7.481699,4.356276,0.184715,5.053711,9.669739,24.741982,24.741982,4.078319,0.911011,0.945312
172048772,1406296,1350,49,7.468209,2.271327,0.123745,4.60612,7.108611,20.146729,20.146729,3.729315,0.752075,0.0
172049769,1407293,1330,49,7.480954,2.994324,0.130328,4.987444,7.844477,21.084922,21.103533,3.728465,0.747437,0.0
172050784,1408308,847,47,7.426608,1.187733,0.072584,5.379813,5.923018,18.424177,18.405586,3.694098,0.726685,0.0
172051768,1409292,1808,48,7.385132,1.407162,0.059633,5.280943,6.252232,19.343811,19.343811,3.804324,0.828369,0.0
172052781,1410305,798,48,7.387334,2.522577,0.137172,4.650879,7.45686,20.950255,20.950255,3.800972,0.727295,0.0
172053774,1411298,1149,48,7.376779,2.300132,0.146656,4.941061,7.09286,20.002721,20.002721,3.666995,0.742065,0.0
172054768,1412292,1412,49,7.369568,2.247141,0.133853,5.59082,7.173595,20.54586,20.52519,3.804996,0.756226,0.953125
172055786,1413310,1085,46,7.31264,1.098945,0.064277,4.939488,5.742916,17.94728,17.991985,3.61349,0.740967,0.0
172056778,1414302,1389,47,7.323205,2.60597,0.060731,5.692335,7.603619,21.566475,21.540429,3.938866,0.765625,0.0
172057795,1415319,1104,48,7.315322,2.336078,0.139875,5.023699,7.105229,19.94587,19.94587,3.660388,0.755859,0.921875
