timestamp,Relative timestamp(mS),CPU0-Frequency(MHz),CPU0-DTS(Degree C),Power-EWMA Power(Watts),Power-IA Power(Watts),Power-GT Power(Watts),Power-Rest of Package Power(Watts),Power-Package Power(Watts),Power-MSR Psys Power(Watts),Power-Psys EWMA Power(Watts),Power-SA Power(Watts),Voltage-IA Target voltage(Volts),Voltage-GT Target Voltage(Volts)
172302498,10877262,753,39,3.72089,2.10975,0.090939,4.330138,6.530826,18.480786,11.91093,3.400318,1.047363,0.960938
172303474,10878238,2728,59,3.979016,5.716026,0.100136,4.962862,10.779023,25.54065,12.409389,3.973365,0.980347,0.0
172304485,10879249,2556,50,4.446557,11.190633,0.145334,6.056113,17.39208,36.743727,13.257614,4.913017,0.866455,0.0
172305479,10880243,599,41,4.547971,2.569797,0.078672,4.598463,7.246932,19.627944,13.488539,3.652849,0.764038,0.0
172306491,10881255,499,41,4.584205,0.906449,0.027481,4.633703,5.567633,18.752576,13.6756,3.722961,0.921387,0.0
172307486,10882250,630,41,4.621498,1.377392,0.034257,4.205396,5.617046,17.004539,13.795798,3.322609,0.747925,0.0
172308496,10883260,599,39,4.633128,0.637526,0.023187,4.28773,4.948444,16.773872,13.901626,3.416927,0.73584,0.0
172309493,10884257,499,39,4.662219,0.959236,0.024269,4.455325,5.43883,17.742896,14.040461,3.551932,0.732056,0.0
172310491,10885255,599,38,4.65385,0.605638,0.012427,3.809096,4.427161,14.512348,14.057263,2.988151,1.333374,0.0
172311502,10886266,798,38,4.68095,0.795663,0.027086,4.592957,5.415706,18.514938,14.21567,3.700777,0.735962,0.0
172312496,10887260,916,39,4.712526,0.744665,0.003879,4.810382,5.558927,19.900067,14.420105,3.925827,0.938232,0.0
172313516,10888280,898,39,4.718746,0.905181,0.00049,3.981549,4.88722,15.608838,14.462433,3.136607,0.778931,0.0
172314509,10889273,1347,39,4.725768,0.735417,0.009044,4.167222,4.911683,16.406011,14.533235,3.320456,0.886108,0.0
172315560,10890324,623,38,4.687211,0.423627,0.009044,3.208091,3.640762,11.63782,14.430447,2.448215,0.747803,0.0
172316494,10891258,1039,39,4.730563,0.924496,0.02877,4.892189,5.845456,20.709205,14.665452,4.003836,0.834229,0.0
172317545,10892309,798,39,4.779644,0.927578,0.026251,5.243421,6.197251,21.563454,14.896289,4.271225,0.774536,0.0
172318478,10893242,799,39,4.787576,0.54589,0.009524,4.435531,4.990945,17.911815,15.009479,3.599679,0.753418,0.0
172319502,10894266,913,39,4.784264,1.028071,0.018593,3.641085,4.68775,14.203058,14.982723,2.810836,1.022095,0.0
172320502,10895266,1942,46,5.060038,6.418874,0.063834,5.834901,12.317609,29.876084,15.527926,4.749071,0.765991,0.0
172321499,10896263,893,40,5.082465,1.021667,0.00354,4.662781,5.687988,18.883545,15.64777,3.734802,1.038574,0.0
172322492,10897256,512,40,5.146612,1.450881,0.008292,5.417617,6.87679,22.424816,15.890291,4.410856,0.732056,0.0
172323503,10898267,499,40,5.154677,0.877948,0.001352,4.494743,5.374044,18.288542,15.975344,3.623632,0.744385,0.0
172324501,10899265,1298,39,5.175006,0.858791,0.008469,4.851535,5.718795,19.16849,16.090297,3.904556,0.736328,0.0
172325499,10900263,1044,39,5.18421,0.781849,0.00165,4.649486,5.432984,18.010681,16.158882,3.713064,0.766602,0.0
172326508,10901272,1010,41,5.234834,1.67543,0.121273,4.812085,6.608789,19.780917,16.287464,3.823969,0.848267,1.109375
172327501,10902265,1189,40,5.21413,0.718235,0.043286,3.899911,4.661432,14.886541,16.236881,3.049104,0.786133,0.0
172328518,10903282,599,40,5.229695,1.225242,0.016317,4.410603,5.652162,17.440903,16.279667,3.492008,0.736938,0.0
172329501,10904265,1791,46,5.405264,4.97135,0.062483,5.053494,10.087326,24.886783,16.590752,4.054884,0.929321,0.960938
172330512,10905276,2278,54,5.750076,9.697085,0.069719,5.450179,15.216982,32.370839,17.14531,4.406441,0.942383,0.0
172331508,10906272,2455,59,6.130786,10.306421,0.130168,5.867835,16.304424,34.836148,17.783444,4.769323,1.053345,0.0
172332522,10907286,2268,51,6.362934,6.633039,0.132917,5.891057,12.657012,29.896686,18.214329,4.756273,0.809814,0.0
172333491,10908255,3548,58,6.598492,6.692099,0.170417,5.998583,12.8611,30.892749,18.673922,4.875288,0.978516,0.0
172334524,10909288,2393,75,7.275465,19.473623,0.010793,6.716203,26.200619,48.024895,19.688627,5.497452,0.89563,0.0
172335507,10910271,2564,74,7.845745,16.068345,0.096005,6.538959,22.703309,43.22145,20.55766,5.346656,1.020508,1.09375
172336501,10911265,2145,67,8.151552,10.197714,0.137469,6.22124,16.556423,35.092483,21.067936,5.06716,0.942627,0.0
172337510,10912274,2214,59,8.407776,8.982238,0.096649,6.290244,15.369131,34.339521,21.539078,5.13733,0.825928,0.0
172338505,10913269,871,51,8.377903,1.837273,0.080354,5.662807,7.580434,23.778983,21.620034,4.611351,0.768921,0.0
172339516,10914280,1117,51,8.315844,1.783542,0.027659,4.816799,6.628,19.64446,21.550042,3.852106,0.82959,0.867188
172340509,10915273,2206,49,8.310145,2.59976,0.073109,5.485135,8.158004,23.676574,21.626901,4.432286,0.798096,0.0
172341504,10916268,799,50,8.301472,2.455652,0.102053,5.508147,8.065851,23.727693,21.70148,4.435733,1.262695,0.0
172342514,10917278,2012,52,8.381075,4.078621,0.306709,6.156208,10.541538,28.298207,21.935663,4.974242,0.894775,0.0
172343508,10918272,1240,55,8.496458,5.250051,0.209453,6.120315,11.579819,29.303818,22.201706,4.956284,0.750977,0.0
172344516,10919280,1499,53,8.517739,3.70401,0.097459,5.295661,9.09713,24.115662,22.269447,4.249303,1.037842,0.0
172345510,10920274,2953,49,8.48843,2.736722,0.009376,4.958305,7.704403,21.499604,22.241677,3.972664,0.904907,0.0
172346519,10921283,737,47,8.433131,1.844278,0.078421,5.012719,6.935418,20.772033,22.189348,4.013873,0.814697,0.0
172347518,10922282,994,47,8.386989,2.17026,0.101483,4.879664,7.151407,20.657494,22.134201,3.886995,0.770386,0.0
172348510,10923274,1270,47,8.362913,2.340028,0.127519,5.243269,7.710816,22.295542,22.13994,4.198741,0.728027,0.0
172349521,10924285,1716,48,8.344119,2.362608,0.165465,5.304895,7.832968,22.960098,22.169026,4.255005,0.888794,0.0
172350511,10925275,1274,48,8.35795,2.822876,0.274749,5.629557,8.727182,24.459598,22.251814,4.482948,0.745972,0.0
172351514,10926278,1344,48,8.334376,2.173581,0.225793,5.290499,7.689874,22.604651,22.264252,4.210808,0.915161,0.0
172352506,10927270,1821,48,8.31961,2.095601,0.274992,5.552377,7.922971,23.689536,22.315409,4.445414,0.831543,0.0
172353515,10928279,1343,48,8.315,2.948103,0.187109,5.054154,8.189366,22.363133,22.317098,4.004239,0.867065,1.101562
172354524,10929288,798,48,8.319577,2.700579,0.272636,5.468533,8.441748,23.939894,22.375751,4.365099,0.746582,0.0
172355515,10930279,1009,46,8.232517,1.127547,0.011614,4.764493,5.903654,19.154867,22.259799,3.822024,0.837769,0.0
172356524,10931288,1306,48,8.174,1.85738,0.099259,4.620855,6.577494,19.19725,22.151406,3.644248,0.7854,0.0
172357520,10932284,2078,45,8.089198,1.428344,0.071731,4.322981,5.823056,17.35189,21.978452,3.38857,1.132202,1.0
172358517,10933281,1364,46,8.058952,2.144818,0.230032,4.863183,7.238033,20.762504,21.935243,3.829511,0.80542,0.0
172359526,10934290,1431,47,8.052297,2.481688,0.254731,5.135646,7.872066,22.197697,21.944588,4.058287,0.761963,0.0
172400518,10935282,1229,49,8.086343,3.18939,0.313895,5.494738,8.998023,24.791233,22.047067,4.383379,0.968018,0.0
172401516,10936280,1135,48,8.078593,2.264374,0.242791,5.361095,7.86826,23.101592,22.084541,4.289882,0.736084,0.0
172402520,10937284,1414,49,8.100481,3.063769,0.268346,5.361779,8.693894,23.82712,22.146527,4.261074,0.75293,0.0
172403514,10938278,1484,54,8.194071,4.563458,0.304993,5.84471,10.713161,27.736675,22.346774,4.704028,1.144531,0.0
172404525,10939289,1377,52,8.209122,3.299828,0.102298,5.215927,8.618054,23.518123,22.388357,4.197719,1.182617,0.0
172405534,10940298,1885,52,8.269121,4.010191,0.17676,5.685515,9.872467,26.349723,22.531249,4.579933,1.003784,0.0
172406570,10941334,799,48,8.266456,2.532688,0.024824,5.637949,8.195461,23.852937,22.579066,4.564683,0.734985,0.0
172407518,10942282,699,50,8.420701,7.536987,0.030901,4.871372,12.43926,27.527622,22.761985,3.906486,0.797974,0.0
172408534,10943298,2953,53,8.481227,5.441871,0.082907,4.687384,10.212162,23.98772,22.803398,3.714693,1.061279,0.0
172409590,10944354,1444,54,8.666045,8.083107,0.045071,5.446472,13.574651,30.064526,23.067132,4.384029,1.249634,0.0
172410689,10945453,1540,65,8.699724,4.469522,0.035903,5.054452,9.559877,24.136741,23.107395,4.04772,0.963379,0.0
172411590,10946354,1297,49,8.711869,4.3315,0.006597,4.670492,9.008589,22.948332,23.101141,3.759621,0.729492,0.0
172412662,10947426,698,46,8.571795,0.756443,0.005075,3.602157,4.363675,13.511818,22.791885,2.764812,0.750854,0.0
172413575,10948339,798,47,8.449702,0.841352,0.002105,4.542313,5.385769,18.235107,22.617426,3.654594,0.734253,0.0
172414712,10949476,788,45,8.331353,0.837245,0.003476,3.979452,4.820173,15.590973,22.388313,3.131331,0.847168,0.0
172415543,10950307,796,46,8.181895,0.840201,0.002686,3.80465,4.647537,14.766156,22.079071,2.965707,0.881958,0.0
172416756,10951520,1670,45,8.08178,0.749115,0.005956,4.049425,4.804496,15.966973,21.897673,3.186403,0.900269,0.0
172417496,10952260,798,43,7.924873,0.6956,0.006229,3.763985,4.465814,14.493286,21.57664,2.931195,0.744751,0.0
172418795,10953559,998,43,7.848972,1.014472,0.003717,4.030881,5.049069,16.036141,21.43041,3.171268,0.781006,0.0
172419506,10954270,699,43,7.705214,0.827804,0.007518,3.914942,4.750264,15.277631,21.144965,3.063786,0.846191,0.0
172420719,10955483,799,45,7.623202,0.831057,0.010902,3.633523,4.475482,13.888584,20.960446,2.799634,0.769043,0.0
172421433,10956197,1199,44,7.525877,1.024504,0.006194,4.344071,5.37477,17.517241,20.811527,3.461414,0.951904,0.0
172422599,10957363,1027,45,7.570262,4.305372,0.014789,4.946327,9.266487,23.437329,20.878579,3.959602,0.775024,0.0
172423509,10958273,2082,49,7.622602,3.698333,0.024498,5.104287,8.827118,23.409785,20.983895,4.091294,1.018188,0.0
172424622,10959386,848,46,7.624991,2.141992,0.015812,5.538254,7.696058,23.412912,21.062925,4.511644,0.828369,0.0
172425557,10960321,1228,45,7.550568,1.202332,0.014971,4.535411,5.752714,18.220338,20.949932,3.608313,0.82605,0.0
172426608,10961372,960,45,7.499895,1.28331,0.015259,4.729635,6.028204,19.139695,20.889677,3.784245,0.733765,0.0
172427578,10962342,699,43,7.419127,1.128022,0.015852,4.210368,5.354242,16.714897,20.732377,3.313602,0.780029,0.0
172428572,10963336,1912,46,7.378342,1.456836,0.021186,4.761373,6.239395,19.491464,20.689477,3.807596,0.889526,0.0
172429539,10964303,1063,45,7.354511,1.816596,0.049837,4.839935,6.706368,20.315909,20.676242,3.880435,0.873047,0.0
172430590,10965354,1440,46,7.362326,2.682649,0.163075,4.734602,7.580327,20.9178,20.684602,3.733422,0.797974,0.0
172431520,10966284,1557,46,7.365674,2.192387,0.126019,5.133109,7.451516,21.836881,20.727853,4.100622,0.755737,0.0
172432555,10967319,1450,0,7.401407,3.158701,0.126477,5.158655,8.443832,23.125024,20.807302,4.116519,0.932983,0.0
172433552,10968316,996,47,7.430996,2.748405,0.172874,5.278306,8.199585,23.088694,20.891877,4.218952,1.225098,0.0
172434557,10969321,799,48,7.496302,3.693239,0.220595,5.349383,9.263216,24.764189,21.029897,4.259814,0.732178,0.0
172435549,10970313,1357,49,7.663508,7.176712,0.003408,4.98395,12.164069,27.176086,21.250282,3.994791,0.724854,0.0
172436584,10971348,776,47,7.626258,1.356248,0.099182,5.156671,6.612101,20.780625,21.233643,4.142331,0.963135,0.0
172437551,10972315,983,45,7.550649,0.944749,0.147934,4.49009,5.582773,17.933367,21.11165,3.558185,0.730103,0.0
172438567,10973331,699,42,7.43757,0.598675,0.147934,3.529766,4.276374,13.920939,20.863314,2.851909,0.779175,0.0
172439564,10974328,777,42,7.326924,0.56522,0.002101,3.820963,4.388284,14.647717,20.637555,2.988022,0.772339,0.0
172440611,10975375,1027,44,7.327138,1.893439,0.180774,5.258707,7.332921,22.175268,20.692198,4.204801,0.730713,0.0
172441513,10976277,1093,45,7.305019,1.930004,0.041816,4.764353,6.736173,20.413671,20.681764,3.852779,0.867188,0.0
172442588,10977352,1254,52,7.566865,9.851426,0.090944,5.499931,15.442301,32.843146,21.073099,4.43416,0.733765,0.0
172443540,10978304,2064,62,7.763848,6.670523,0.124175,5.907662,12.702359,30.146475,21.420804,4.79345,0.950806,0.0
172444571,10979335,1336,55,7.992705,8.578161,0.109774,5.799941,14.487876,32.150429,21.786378,4.688959,0.782837,0.0
172445546,10980310,2237,66,8.187612,6.960023,0.20509,6.126033,13.291146,31.389924,22.139308,4.967099,0.855835,1.101562
172446558,10981322,2082,54,8.298464,5.124887,0.162322,6.083859,11.371069,29.157402,22.383688,4.928448,1.023315,0.0
172447558,10982322,1654,56,8.524986,8.085923,0.202748,6.271016,14.559686,33.365986,22.781012,5.102069,0.770996,0.0
