timestamp,Relative timestamp(mS),CPU0-Frequency(MHz),CPU0-DTS(Degree C),Power-EWMA Power(Watts),Power-IA Power(Watts),Power-GT Power(Watts),Power-Rest of Package Power(Watts),Power-Package Power(Watts),Power-Effective EWMA PeciMmio(Watts),Power-MSR Psys Power(Watts),Power-SA Power(Watts),Voltage-IA Target voltage(Volts),Voltage-GT Target Voltage(Volts)
124010633,7138256,699,40,4.736636,0.880729,0.002507,3.569881,4.453118,5.762531,13.756636,2.761494,0.734131,0.0
124011636,7139259,699,39,4.720177,1.032207,0.003966,3.232128,4.268301,5.710019,12.741309,2.443546,0.734375,0.0
124012653,7140276,698,39,4.6775,0.437247,0.000909,3.096549,3.534705,5.631785,11.675892,2.393441,0.734253,0.0
124013654,7141277,599,38,4.630712,0.360909,0.001085,3.022234,3.384228,5.550472,10.9799,2.275963,0.733765,0.0
124014637,7142260,2635,38,4.607733,0.728337,0.002317,3.257302,3.987955,5.832366,12.609393,2.51642,0.734253,0.0
124015681,7143304,599,39,4.584375,0.724855,0.001054,3.217161,3.94307,5.766038,11.978544,2.389271,0.733887,0.0
124016614,7144237,599,38,4.542005,0.479687,0.001054,2.967277,3.448019,5.679526,11.014373,2.252948,0.734497,0.0
124017657,7145280,599,38,4.517125,0.503475,0.00203,3.289033,3.794538,5.744429,12.448712,2.519205,0.738403,0.0
124018642,7146265,669,39,4.473548,0.422389,0.000819,2.92406,3.347269,5.65522,10.641823,2.185437,0.739624,0.0
124019654,7147277,699,37,4.435449,0.483443,0.002295,2.903698,3.389436,5.728963,10.663121,2.17533,0.733398,0.0
124020641,7148264,599,38,4.401536,0.549497,0.001024,2.947541,3.498062,5.817591,10.924871,2.219098,0.739746,0.0
124021670,7149293,1268,38,4.369132,0.506647,0.00235,2.973287,3.482285,5.735355,11.01231,2.250463,0.739014,0.0
124022657,7150280,599,39,4.34995,0.497594,0.002195,3.347384,3.847172,5.665897,12.768519,2.566683,0.738647,0.0
124023651,7151274,699,37,4.322858,0.460049,0.000865,3.121237,3.582151,5.592445,11.677132,2.383834,0.734131,0.0
124024660,7152283,699,39,4.288713,0.43204,0.00209,2.925938,3.360068,5.571587,10.691407,2.19438,0.732544,0.0
124025657,7153280,699,38,4.259351,0.443804,0.001934,3.028971,3.474709,5.496024,11.259899,2.284286,0.739868,0.0
124026666,7154289,599,39,4.232452,0.440592,0.001102,3.062226,3.50392,5.425091,11.352171,2.317559,0.734131,0.0
124027658,7155281,599,38,4.207628,0.394185,0.002422,3.146278,3.542885,5.357264,11.829641,2.399668,0.732788,0.0
124028667,7156290,599,39,4.180692,0.491047,0.002459,2.954611,3.448117,5.289626,10.946867,2.227384,0.739014,0.0
124029662,7157285,699,36,4.156569,0.431061,0.001635,3.077916,3.510611,5.225581,11.419272,2.334064,0.733154,0.0
124030674,7158297,599,38,4.134604,0.474371,0.001409,3.063279,3.539059,5.224244,11.397396,2.323564,0.733765,0.0
124031674,7159297,599,37,4.110463,0.428211,0.001568,3.036909,3.466688,5.160658,11.300301,2.301037,0.739624,0.0
124032649,7160272,699,36,4.089311,0.387228,0.000855,3.129511,3.517594,5.139857,11.56556,2.371996,0.73877,0.0
124033700,7161323,726,37,4.070333,0.477827,0.002441,3.064032,3.5443,5.105402,11.387571,2.323278,0.733154,0.0
124034656,7162279,639,38,4.048259,0.392319,0.000174,3.089766,3.482259,5.131412,11.392087,2.329663,0.743042,0.0
124035705,7163328,599,39,4.033546,0.504753,0.000174,3.112874,3.617801,5.079733,11.536801,2.351108,0.73999,0.0
124036653,7164276,599,36,4.009035,0.442796,0.001689,2.934172,3.378657,5.122662,10.872936,2.236143,0.73938,0.0
124037677,7165300,599,38,3.995088,0.437279,0.002573,3.157681,3.597533,5.191073,11.992059,2.431833,0.73938,0.0
124038653,7166276,699,39,3.979819,0.445264,0.002566,3.129356,3.577186,5.132166,11.580077,2.354119,0.7323,0.0
124039697,7167320,699,37,3.959424,0.500226,0.002314,2.892166,3.394705,5.149022,10.654449,2.164901,0.73877,0.0
124040671,7168294,698,38,3.943473,0.469105,0.000585,3.061922,3.531612,5.088773,11.456603,2.329918,0.743652,0.0
124041682,7169305,699,38,3.942791,0.630634,0.001692,3.291533,3.923859,5.048209,12.549492,2.5159,0.73938,0.0
124042666,7170289,599,38,3.939067,0.504175,0.001328,3.334152,3.839655,5.006976,12.787348,2.574283,0.732544,0.0
124043687,7171310,699,38,3.923062,0.422594,0.000806,3.06026,3.483661,4.953497,11.176834,2.281908,0.734253,0.0
124044685,7172308,606,37,3.908951,0.45215,0.000776,3.08353,3.536456,5.049033,11.723118,2.379522,0.739136,0.0
124045679,7173302,790,38,3.90151,0.485588,0.002816,3.211577,3.699981,5.001045,12.168869,2.453076,0.739136,0.0
124046669,7174292,718,39,3.889001,0.497246,0.000921,3.05096,3.549127,5.031547,11.421378,2.311828,0.738892,0.0
124047693,7175316,669,38,3.876949,0.501769,0.001109,3.045607,3.548485,4.97911,11.489868,2.331843,0.732544,0.0
124048682,7176305,664,38,3.864014,0.47617,0.002208,3.044539,3.522916,4.986749,11.252284,2.27052,0.733154,0.0
124049705,7177328,599,38,3.851056,0.439589,0.000432,3.057145,3.497166,4.934135,11.448478,2.326732,0.733765,0.0
124050689,7178312,599,37,3.840797,0.490548,0.00173,3.077979,3.570258,5.030378,11.520845,2.332432,0.739746,0.0
