timestamp,Relative timestamp(mS),CPU0-Frequency(MHz),CPU0-DTS(Degree C),Power-EWMA Power(Watts),Power-IA Power(Watts),Power-GT Power(Watts),Power-Rest of Package Power(Watts),Power-Package Power(Watts),Power-Effective EWMA PeciMmio(Watts),Power-MSR Psys Power(Watts),Power-SA Power(Watts),Voltage-IA Target voltage(Volts),Voltage-GT Target Voltage(Volts)
105323911,731534,1159,39,3.74752,0.921787,0.006698,3.895483,4.823968,4.815504,15.223044,3.070663,0.734985,0.0
105324898,732521,599,41,3.847987,2.195889,0.003411,4.30615,6.50545,4.895855,18.493592,3.375778,0.733521,0.0
105325914,733537,1053,40,3.914942,1.454333,0.020468,4.26115,5.735951,4.925618,17.118823,3.374038,0.738647,0.0
105326910,734533,1075,39,3.925595,0.622486,0.010806,3.576684,4.209977,4.899779,13.336121,2.719134,0.742432,0.0
105327913,735536,599,39,3.946584,0.595399,0.001164,3.91967,4.516234,4.975164,15.201305,3.094427,0.737915,0.0
105328921,736544,1325,42,3.976368,1.384075,0.024011,3.372452,4.780537,4.96822,14.49281,2.642385,0.995117,0.0
105329902,737525,1885,69,4.557612,13.923706,0.268785,5.929553,20.122044,5.513757,40.510874,4.789746,1.066406,0.0
105330946,738569,1946,69,5.012599,12.187806,0.001058,5.355104,17.543968,5.935244,35.036795,4.349548,1.029663,0.0
105331912,739535,2537,60,5.530572,13.274591,0.032068,5.611255,18.917914,6.974704,37.648402,4.538136,0.998169,0.0
105332917,740540,1843,58,5.944072,11.796638,0.00404,5.703018,17.503695,7.337954,34.951577,4.611032,1.027588,0.0
105333935,741558,1633,57,6.287162,9.85569,0.001943,5.645175,15.502808,7.631014,33.35793,4.535307,1.047607,0.0
105334888,742511,1538,62,6.646947,10.928591,0.003417,5.251002,16.18301,7.94194,33.573948,4.278271,1.134277,0.0
105335951,743574,2100,61,7.065999,12.974998,0.000704,5.983367,18.959069,8.316916,37.637938,4.82152,0.973633,0.0
105336880,744503,2392,73,7.391271,9.896021,0.000704,5.737117,15.633842,8.594698,33.440585,4.637815,1.136841,0.0
105337937,745560,1959,75,7.712701,11.343538,0.000723,5.734874,17.079135,8.8762,35.287654,4.642909,1.052124,0.0
105338921,746544,2257,60,8.005838,9.759042,0.000751,5.718134,15.477927,9.125415,34.364516,4.626327,1.006836,0.0
105339911,747534,2244,81,8.427829,14.131748,0.001737,5.892442,20.025927,9.50849,39.208378,4.755795,1.151245,0.0
105340913,748536,2745,63,8.711286,10.655629,0.002281,5.778796,16.436706,9.753452,35.107941,4.661467,1.030029,0.0
105341905,749528,1807,63,8.992416,10.786837,0.000975,5.779396,16.567207,9.997287,35.51023,4.665812,1.102905,0.0
105342912,750535,1664,64,9.257537,10.76323,0.000923,5.711525,16.475677,10.226807,35.407843,4.598823,1.095215,0.0
105343908,751531,1432,63,9.502501,10.492592,0.002303,5.573958,16.068853,10.436912,32.865033,4.437819,1.090088,0.0
105344905,752528,1671,63,9.720274,10.056522,0.000797,5.567313,15.624632,10.621447,33.261832,4.50649,1.098511,0.0
105345915,753538,1350,63,9.935903,10.001248,0.000306,5.780569,15.782123,10.805019,33.531059,4.660855,1.059448,0.0
105346930,754553,1526,64,10.141971,9.920388,0.000786,5.727515,15.648689,10.97991,33.950729,4.64624,1.033936,0.0
105347903,755526,2432,72,10.371845,10.676767,0.000481,5.799839,16.477087,11.179183,35.000204,4.672767,1.030396,0.0
105348914,756537,799,66,10.598615,10.689345,0.00419,6.183999,16.877534,11.378015,35.913601,4.988996,0.715454,0.0
