timestamp,Relative timestamp(mS),CPU0-Frequency(MHz),CPU0-DTS(Degree C),Power-EWMA Power(Watts),Power-IA Power(Watts),Power-GT Power(Watts),Power-Rest of Package Power(Watts),Power-Package Power(Watts),Power-MSR Psys Power(Watts),Power-Psys EWMA Power(Watts),Power-SA Power(Watts),Voltage-IA Target voltage(Volts),Voltage-GT Target Voltage(Volts)
171126762,10181526,1407,38,3.646831,1.025561,0.003283,4.287355,5.316199,17.192015,11.729575,3.399896,1.218018,0.0
171127778,10182542,699,39,3.660569,0.727992,0.001907,3.304697,4.034596,12.397021,11.753245,2.519221,1.026489,0.0
171128774,10183538,706,37,3.682417,0.734273,0.001971,3.522899,4.259143,13.86054,11.830086,2.74706,0.758057,0.0
171129778,10184542,1324,37,3.682607,0.300768,0.001971,3.385021,3.68776,12.538749,11.855345,2.610323,0.896484,0.0
171130789,10185553,599,37,3.67866,0.267846,0.00165,3.302497,3.571992,12.272409,11.87021,2.545986,0.99939,0.0
171131786,10186550,599,37,3.677819,0.319921,0.001148,3.334272,3.655341,12.481961,11.892299,2.570842,1.265625,0.0
171132796,10187560,566,37,3.691937,0.30591,0.00049,3.767895,4.074296,14.719084,11.992953,2.974377,0.927856,1.109375
171133795,10188559,599,36,3.676164,0.323849,0.000846,2.92999,3.254685,10.457981,11.937584,2.199683,1.091675,0.0
171134790,10189554,599,37,3.676522,0.346946,0.00104,3.338219,3.686205,12.621312,11.961954,2.590019,1.19873,0.960938
171135785,10190549,499,36,3.680833,0.346437,0.001224,3.449925,3.797587,12.934433,11.996581,2.67116,1.052856,0.0
171136783,10191547,499,35,3.677502,0.328179,0.000797,3.258112,3.587088,12.173355,12.002863,2.505631,1.013916,0.0
171137791,10192555,481,36,3.680665,0.343644,6.1e-05,3.422556,3.766261,12.921595,12.035609,2.653288,0.978638,0.0
171138788,10193552,599,37,3.680726,0.32942,0.000364,3.35257,3.682353,12.557225,12.05435,2.591385,1.077271,0.0
171139794,10194558,599,37,3.681493,0.347478,0.001653,3.353138,3.702269,12.628645,12.074799,2.592739,0.878906,0.0
171140805,10195569,599,37,3.674682,0.337028,0.000243,3.154656,3.491927,11.599592,12.057726,2.402941,1.003296,0.0
171141802,10196566,599,37,3.666588,0.326125,0.000423,3.123962,3.450509,11.398376,12.033895,2.372644,1.031738,0.0
171142798,10197562,599,36,3.664785,0.321276,0.003061,3.291613,3.61595,12.343135,12.044895,2.537739,0.960693,0.0
171143851,10198615,599,36,3.66772,0.3341,0.002576,3.410698,3.747375,12.805004,12.071933,2.640016,1.069458,0.0
171144770,10199534,786,38,3.674306,0.598145,0.000581,3.244457,3.843182,12.112979,12.073472,2.469308,1.028442,0.0
171145810,10200574,599,36,3.682922,0.529214,0.001455,3.405008,3.935676,12.803511,12.097564,2.627484,1.023438,0.0
171146795,10201559,599,36,3.683887,0.358457,0.00235,3.348122,3.708928,12.67064,12.118829,2.59232,1.119507,0.0
171147802,10202566,599,36,3.700051,0.349233,0.002664,3.791492,4.143389,14.849283,12.214785,3.001938,0.807495,0.0
171148814,10203578,599,36,3.690798,0.416882,0.000727,3.02515,3.442759,10.936071,12.168751,2.27406,0.876221,0.0
171149797,10204561,599,36,3.690476,0.361326,0.002292,3.318274,3.681892,12.664825,12.186663,2.579278,1.17627,0.960938
171150818,10205582,499,37,3.693135,0.340842,0.002977,3.422311,3.76613,12.888901,12.211342,2.650404,0.841187,0.0
171151803,10206567,599,36,3.694311,0.36651,0.000299,3.358609,3.725418,12.653785,12.227459,2.596986,1.026489,0.0
171152795,10207559,599,37,3.695719,0.389238,0.001052,3.343996,3.734287,12.628526,12.241597,2.580544,0.970825,0.0
171153819,10208583,599,37,3.696083,0.343977,6.2e-05,3.361984,3.706023,12.625215,12.25516,2.599014,0.87793,0.0
171154840,10209604,599,36,3.695184,0.32429,0.002203,3.345024,3.671518,12.548495,12.265909,2.577172,1.106934,1.007812
