Date,Time,Relative Time(mS),CPU0-Frequency(MHz),CPU0-DTS(Degree C),Power-EWMA Power(Watts),Power-IA Power(Watts),Power-GT Power(Watts),Power-Rest of Package Power(Watts),Power-Package Power(Watts),Power-MSR Psys Power(Watts),Power-PECI Psys Power(Watts),Power-SA Power(Watts),Voltage-IA Target voltage(Volts),Voltage-GT Target Voltage(Volts)
09/08/2022,17:19:04:711,1302235,2329,55,7.828297,4.090493,0.341696,3.248625,9.914639,26.009057,26.009057,4.348008,1.026123,0.000000
09/08/2022,17:19:05:692,1303216,2504,69,8.289788,13.622208,0.956197,6.787981,20.545078,40.131575,40.207359,4.732803,0.919067,1.093750
09/08/2022,17:19:06:706,1304230,2475,76,8.654253,11.770317,0.742268,8.589681,18.523886,38.384456,38.305813,4.822275,0.832397,1.093750
09/08/2022,17:19:07:704,1305228,1323,57,8.720128,4.808960,0.453613,4.852086,10.520935,25.982155,26.011861,4.153340,0.745605,0.000000
09/08/2022,17:19:08:704,1306228,2376,61,8.842458,6.199322,0.446618,6.363932,12.085706,28.762006,28.731764,4.291970,1.300537,0.000000
09/08/2022,17:19:09:699,1307223,1197,59,8.977838,6.159402,0.595837,5.192057,12.702756,31.258859,31.258859,4.728728,0.739624,0.000000
09/08/2022,17:19:10:694,1308218,1413,58,9.011167,4.317195,0.380708,6.337229,9.854782,24.691969,24.691969,4.047788,0.748779,0.000000
09/08/2022,17:19:11:704,1309228,2072,60,9.115038,5.735060,0.612783,6.998698,11.846986,28.222411,28.222411,4.334970,1.007935,0.960938
09/08/2022,17:19:12:701,1310225,2350,65,9.308503,8.098272,0.732790,5.897522,14.412402,31.949394,31.949394,4.376765,1.118408,0.000000
09/08/2022,17:19:13:715,1311239,2718,65,9.529790,9.121337,0.660883,5.769857,15.449415,34.165377,34.165377,4.464443,1.310669,0.000000
09/08/2022,17:19:14:706,1312230,2613,65,9.735726,8.872520,0.655318,5.123647,15.154516,33.406937,33.406937,4.418006,0.963257,0.000000
09/08/2022,17:19:15:701,1313225,2349,67,10.015458,11.193635,0.493784,6.051200,17.774300,37.198125,37.198125,4.858854,0.844727,0.000000
09/08/2022,17:19:16:715,1314239,1677,59,9.970139,3.235423,0.066572,5.863444,8.685720,23.638149,23.638149,4.304420,0.765625,0.000000
09/08/2022,17:19:17:693,1315217,1540,54,9.865026,2.209179,0.064762,5.725232,7.043665,20.000209,20.000209,3.759537,0.755127,0.000000
09/08/2022,17:19:18:728,1316252,1517,55,9.813304,3.271649,0.170582,5.359203,8.359223,22.211118,22.211118,3.886799,1.133789,0.000000
09/08/2022,17:19:19:695,1317219,1697,54,9.700535,1.749475,0.061694,5.135091,6.739563,19.993053,19.993053,3.890387,0.780273,0.000000
09/08/2022,17:19:20:729,1318253,1393,52,9.616793,2.205600,0.078025,6.062112,7.177978,20.589803,20.589803,3.886916,0.944580,0.000000
09/08/2022,17:19:21:696,1319220,1772,56,9.625181,4.328290,0.174010,6.095378,9.820796,25.328941,25.328941,4.238788,0.834595,0.000000
09/08/2022,17:19:22:709,1320233,1734,55,9.543905,2.267725,0.134188,6.046549,7.174388,20.306845,20.306845,3.772200,0.775146,0.000000
09/08/2022,17:19:23:710,1321234,1397,51,9.417879,1.391198,0.071075,5.476888,6.028155,18.258610,18.258610,3.581473,0.750854,0.914062
09/08/2022,17:19:24:714,1322238,1875,53,9.357177,1.985252,0.136803,5.912781,7.692782,23.580505,23.580505,4.492944,0.789062,0.000000
09/08/2022,17:19:25:710,1323234,1796,49,9.240043,1.350426,0.074921,4.913330,6.070313,18.501479,18.513006,3.651095,0.779785,0.000000
09/08/2022,17:19:26:709,1324233,1536,52,9.225473,3.439785,0.177574,6.506348,8.828655,23.596682,23.585027,4.163124,0.768555,0.000000
