Date,Time,Relative Time(mS),CPU0-Frequency(MHz),CPU0-DTS(Degree C),Power-EWMA Power(Watts),Power-IA Power(Watts),Power-GT Power(Watts),Power-Rest of Package Power(Watts),Power-Package Power(Watts),Power-MSR Psys Power(Watts),Power-Psys EWMA Power(Watts),Power-SA Power(Watts),Voltage-IA Target voltage(Volts),Voltage-GT Target Voltage(Volts)
16/08/2022,17:23:02:498,10877262,753,39,3.720890,2.109750,0.090939,4.330138,6.530826,18.480786,11.910930,3.400318,1.047363,0.960938
16/08/2022,17:23:03:474,10878238,2728,59,3.979016,5.716026,0.100136,4.962862,10.779023,25.540650,12.409389,3.973365,0.980347,0.000000
16/08/2022,17:23:04:485,10879249,2556,50,4.446557,11.190633,0.145334,6.056113,17.392080,36.743727,13.257614,4.913017,0.866455,0.000000
16/08/2022,17:23:05:479,10880243,599,41,4.547971,2.569797,0.078672,4.598463,7.246932,19.627944,13.488539,3.652849,0.764038,0.000000
16/08/2022,17:23:06:491,10881255,499,41,4.584205,0.906449,0.027481,4.633703,5.567633,18.752576,13.675600,3.722961,0.921387,0.000000
16/08/2022,17:23:07:486,10882250,630,41,4.621498,1.377392,0.034257,4.205396,5.617046,17.004539,13.795798,3.322609,0.747925,0.000000
16/08/2022,17:23:08:496,10883260,599,39,4.633128,0.637526,0.023187,4.287730,4.948444,16.773872,13.901626,3.416927,0.735840,0.000000
16/08/2022,17:23:09:493,10884257,499,39,4.662219,0.959236,0.024269,4.455325,5.438830,17.742896,14.040461,3.551932,0.732056,0.000000
16/08/2022,17:23:10:491,10885255,599,38,4.653850,0.605638,0.012427,3.809096,4.427161,14.512348,14.057263,2.988151,1.333374,0.000000
16/08/2022,17:23:11:502,10886266,798,38,4.680950,0.795663,0.027086,4.592957,5.415706,18.514938,14.215670,3.700777,0.735962,0.000000
16/08/2022,17:23:12:496,10887260,916,39,4.712526,0.744665,0.003879,4.810382,5.558927,19.900067,14.420105,3.925827,0.938232,0.000000
