Date,Time,Relative Time(mS),CPU0-Frequency(MHz),CPU0-DTS(Degree C),Power-EWMA Power(Watts),Power-IA Power(Watts),Power-GT Power(Watts),Power-Rest of Package Power(Watts),Power-Package Power(Watts),Power-Effective EWMA PeciMmio(Watts),Power-MSR Psys Power(Watts),Power-SA Power(Watts),Voltage-IA Target voltage(Volts),Voltage-GT Target Voltage(Volts)
18/08/2022,12:40:10:633,7138256,699,40,4.736636,0.880729,0.002507,3.569881,4.453118,5.762531,13.756636,2.761494,0.734131,0.000000
18/08/2022,12:40:11:636,7139259,699,39,4.720177,1.032207,0.003966,3.232128,4.268301,5.710019,12.741309,2.443546,0.734375,0.000000
18/08/2022,12:40:12:653,7140276,698,39,4.677500,0.437247,0.000909,3.096549,3.534705,5.631785,11.675892,2.393441,0.734253,0.000000
18/08/2022,12:40:13:654,7141277,599,38,4.630712,0.360909,0.001085,3.022234,3.384228,5.550472,10.979900,2.275963,0.733765,0.000000
18/08/2022,12:40:14:637,7142260,2635,38,4.607733,0.728337,0.002317,3.257302,3.987955,5.832366,12.609393,2.516420,0.734253,0.000000
18/08/2022,12:40:15:681,7143304,599,39,4.584375,0.724855,0.001054,3.217161,3.943070,5.766038,11.978544,2.389271,0.733887,0.000000
18/08/2022,12:40:16:614,7144237,599,38,4.542005,0.479687,0.001054,2.967277,3.448019,5.679526,11.014373,2.252948,0.734497,0.000000
18/08/2022,12:40:17:657,7145280,599,38,4.517125,0.503475,0.002030,3.289033,3.794538,5.744429,12.448712,2.519205,0.738403,0.000000
18/08/2022,12:40:18:642,7146265,669,39,4.473548,0.422389,0.000819,2.924060,3.347269,5.655220,10.641823,2.185437,0.739624,0.000000
18/08/2022,12:40:19:654,7147277,699,37,4.435449,0.483443,0.002295,2.903698,3.389436,5.728963,10.663121,2.175330,0.733398,0.000000
18/08/2022,12:40:20:641,7148264,599,38,4.401536,0.549497,0.001024,2.947541,3.498062,5.817591,10.924871,2.219098,0.739746,0.000000
18/08/2022,12:40:21:670,7149293,1268,38,4.369132,0.506647,0.002350,2.973287,3.482285,5.735355,11.012310,2.250463,0.739014,0.000000
18/08/2022,12:40:22:657,7150280,599,39,4.349950,0.497594,0.002195,3.347384,3.847172,5.665897,12.768519,2.566683,0.738647,0.000000
18/08/2022,12:40:23:651,7151274,699,37,4.322858,0.460049,0.000865,3.121237,3.582151,5.592445,11.677132,2.383834,0.734131,0.000000
18/08/2022,12:40:24:660,7152283,699,39,4.288713,0.432040,0.002090,2.925938,3.360068,5.571587,10.691407,2.194380,0.732544,0.000000
18/08/2022,12:40:25:657,7153280,699,38,4.259351,0.443804,0.001934,3.028971,3.474709,5.496024,11.259899,2.284286,0.739868,0.000000
18/08/2022,12:40:26:666,7154289,599,39,4.232452,0.440592,0.001102,3.062226,3.503920,5.425091,11.352171,2.317559,0.734131,0.000000
18/08/2022,12:40:27:658,7155281,599,38,4.207628,0.394185,0.002422,3.146278,3.542885,5.357264,11.829641,2.399668,0.732788,0.000000
18/08/2022,12:40:28:667,7156290,599,39,4.180692,0.491047,0.002459,2.954611,3.448117,5.289626,10.946867,2.227384,0.739014,0.000000
18/08/2022,12:40:29:662,7157285,699,36,4.156569,0.431061,0.001635,3.077916,3.510611,5.225581,11.419272,2.334064,0.733154,0.000000
18/08/2022,12:40:30:674,7158297,599,38,4.134604,0.474371,0.001409,3.063279,3.539059,5.224244,11.397396,2.323564,0.733765,0.000000
18/08/2022,12:40:31:674,7159297,599,37,4.110463,0.428211,0.001568,3.036909,3.466688,5.160658,11.300301,2.301037,0.739624,0.000000
18/08/2022,12:40:32:649,7160272,699,36,4.089311,0.387228,0.000855,3.129511,3.517594,5.139857,11.565560,2.371996,0.738770,0.000000
18/08/2022,12:40:33:700,7161323,726,37,4.070333,0.477827,0.002441,3.064032,3.544300,5.105402,11.387571,2.323278,0.733154,0.000000
18/08/2022,12:40:34:656,7162279,639,38,4.048259,0.392319,0.000174,3.089766,3.482259,5.131412,11.392087,2.329663,0.743042,0.000000
18/08/2022,12:40:35:705,7163328,599,39,4.033546,0.504753,0.000174,3.112874,3.617801,5.079733,11.536801,2.351108,0.739990,0.000000
18/08/2022,12:40:36:653,7164276,599,36,4.009035,0.442796,0.001689,2.934172,3.378657,5.122662,10.872936,2.236143,0.739380,0.000000
18/08/2022,12:40:37:677,7165300,599,38,3.995088,0.437279,0.002573,3.157681,3.597533,5.191073,11.992059,2.431833,0.739380,0.000000
18/08/2022,12:40:38:653,7166276,699,39,3.979819,0.445264,0.002566,3.129356,3.577186,5.132166,11.580077,2.354119,0.732300,0.000000
18/08/2022,12:40:39:697,7167320,699,37,3.959424,0.500226,0.002314,2.892166,3.394705,5.149022,10.654449,2.164901,0.738770,0.000000
18/08/2022,12:40:40:671,7168294,698,38,3.943473,0.469105,0.000585,3.061922,3.531612,5.088773,11.456603,2.329918,0.743652,0.000000
18/08/2022,12:40:41:682,7169305,699,38,3.942791,0.630634,0.001692,3.291533,3.923859,5.048209,12.549492,2.515900,0.739380,0.000000
18/08/2022,12:40:42:666,7170289,599,38,3.939067,0.504175,0.001328,3.334152,3.839655,5.006976,12.787348,2.574283,0.732544,0.000000
18/08/2022,12:40:43:687,7171310,699,38,3.923062,0.422594,0.000806,3.060260,3.483661,4.953497,11.176834,2.281908,0.734253,0.000000
18/08/2022,12:40:44:685,7172308,606,37,3.908951,0.452150,0.000776,3.083530,3.536456,5.049033,11.723118,2.379522,0.739136,0.000000
18/08/2022,12:40:45:679,7173302,790,38,3.901510,0.485588,0.002816,3.211577,3.699981,5.001045,12.168869,2.453076,0.739136,0.000000
18/08/2022,12:40:46:669,7174292,718,39,3.889001,0.497246,0.000921,3.050960,3.549127,5.031547,11.421378,2.311828,0.738892,0.000000
18/08/2022,12:40:47:693,7175316,669,38,3.876949,0.501769,0.001109,3.045607,3.548485,4.979110,11.489868,2.331843,0.732544,0.000000
18/08/2022,12:40:48:682,7176305,664,38,3.864014,0.476170,0.002208,3.044539,3.522916,4.986749,11.252284,2.270520,0.733154,0.000000
18/08/2022,12:40:49:705,7177328,599,38,3.851056,0.439589,0.000432,3.057145,3.497166,4.934135,11.448478,2.326732,0.733765,0.000000
18/08/2022,12:40:50:689,7178312,599,37,3.840797,0.490548,0.001730,3.077979,3.570258,5.030378,11.520845,2.332432,0.739746,0.000000
18/08/2022,12:40:51:669,7179292,699,38,3.821958,0.374026,0.001116,2.929572,3.304715,4.969733,10.619000,2.185046,0.738770,0.000000
18/08/2022,12:40:52:703,7180326,699,37,3.813407,0.467563,0.000871,3.109472,3.577906,4.921019,11.922574,2.408397,0.734375,0.000000
18/08/2022,12:40:53:686,7181309,699,37,3.804470,0.424885,0.001830,3.144668,3.571383,4.871179,11.624686,2.358746,0.739624,0.000000
18/08/2022,12:40:54:679,7182302,699,39,3.789822,0.447508,0.001802,2.937519,3.386830,4.897301,10.969271,2.240809,0.733032,0.000000
18/08/2022,12:40:55:696,7183319,571,39,3.784346,0.518860,0.001904,3.114793,3.635556,4.852509,11.394974,2.338490,0.731079,0.000000
18/08/2022,12:40:56:692,7184315,599,37,3.778706,0.409122,0.000300,3.219647,3.629069,4.808115,12.124433,2.446438,0.738647,0.000000
18/08/2022,12:40:57:680,7185303,599,38,3.771956,0.476515,0.002451,3.109974,3.588941,4.841201,11.789467,2.394098,0.738647,0.000000
18/08/2022,12:40:58:724,7186347,699,38,3.759598,0.467874,0.001979,2.951520,3.421373,4.791152,10.696612,2.194174,0.733276,0.000000
18/08/2022,12:40:59:686,7187309,685,37,3.752347,0.456887,0.001637,3.106620,3.565144,4.745483,11.632435,2.359012,0.738525,0.000000
18/08/2022,12:41:00:717,7188340,599,37,3.745369,0.491390,0.000634,3.057214,3.549239,4.704341,11.323384,2.314519,0.732910,0.000000
18/08/2022,12:41:01:682,7189305,599,38,3.750433,0.573352,0.003493,3.306058,3.882903,4.699676,12.482489,2.512150,0.732422,0.000000
