Date,Time,Relative Time(mS),CPU0-Frequency(MHz),CPU0-DTS(Degree C),Power-EWMA Power(Watts),Power-IA Power(Watts),Power-GT Power(Watts),Power-Rest of Package Power(Watts),Power-Package Power(Watts),Power-Effective EWMA PeciMmio(Watts),Power-MSR Psys Power(Watts),Power-SA Power(Watts),Voltage-IA Target voltage(Volts),Voltage-GT Target Voltage(Volts)
18/08/2022,12:05:16:718,5044341,1256,49,7.530986,1.392440,0.104501,4.724384,6.221326,7.995063,18.579673,3.759498,0.752930,0.000000
18/08/2022,12:05:17:709,5045332,1039,51,7.553172,2.717033,0.101241,5.328980,8.147254,8.000542,22.663944,4.316075,0.770874,0.914062
18/08/2022,12:05:18:718,5046341,1134,49,7.529695,1.828596,0.108179,4.954414,6.891189,7.961239,19.686517,3.902370,0.731812,0.000000
18/08/2022,12:05:19:708,5047331,1262,49,7.486839,1.448842,0.105039,4.784199,6.338080,7.902806,18.781571,3.791204,0.774902,0.914062
18/08/2022,12:05:20:714,5048337,1219,49,7.450047,1.408054,0.106381,4.933920,6.448355,7.851329,19.266067,3.927969,0.748047,0.000000
18/08/2022,12:05:21:720,5049343,1446,49,7.408541,1.421299,0.106887,4.765479,6.293666,7.795420,18.691273,3.782479,0.767944,0.000000
18/08/2022,12:05:22:713,5050336,1718,51,7.415119,2.446690,0.103061,5.042050,7.591802,7.885942,21.342101,4.067575,0.766113,0.914062
18/08/2022,12:05:23:724,5051347,1454,51,7.437739,2.537169,0.108056,5.407723,8.052949,7.891859,22.749641,4.372342,0.736328,0.000000
18/08/2022,12:05:24:719,5052342,1350,51,7.434286,2.235646,0.106947,4.999701,7.342294,7.871977,20.778577,4.008659,0.721313,0.000000
18/08/2022,12:05:25:730,5053353,1093,49,7.393346,1.426221,0.105123,4.749690,6.281033,7.815498,18.476599,3.724741,0.766968,0.914062
18/08/2022,12:05:26:708,5054331,1298,48,7.351410,1.394511,0.107279,4.730134,6.231925,7.758320,18.781079,3.794865,0.720825,0.000000
18/08/2022,12:05:27:735,5055358,1516,48,7.328700,1.631286,0.102661,4.966613,6.700561,7.721374,19.871526,3.967036,0.747314,0.000000
18/08/2022,12:05:28:712,5056335,998,49,7.332413,2.113766,0.106024,5.210037,7.429827,7.710670,21.372111,4.178442,0.760986,0.914062
18/08/2022,12:05:29:735,5057358,1082,48,7.293883,1.412832,0.105652,4.706286,6.224770,7.659035,18.461075,3.712785,0.766479,0.000000
18/08/2022,12:05:30:704,5058327,1243,49,7.257344,1.429746,0.103331,4.763657,6.296734,7.609068,18.949473,3.815445,0.729126,0.000000
18/08/2022,12:05:31:745,5059368,1017,48,7.223310,1.345794,0.106277,4.822835,6.274905,7.562896,19.050582,3.835021,0.766235,0.914062
18/08/2022,12:05:32:706,5060329,1223,49,7.258183,2.755343,0.105430,5.303238,8.164011,7.585180,22.637951,4.308016,0.747803,0.000000
18/08/2022,12:05:33:729,5061352,964,49,7.280487,2.579305,0.108838,5.217873,7.906015,7.574083,22.016144,4.181163,0.812988,0.000000
18/08/2022,12:05:34:717,5062340,1339,49,7.268383,2.077527,0.106528,4.764499,6.948553,7.551273,19.572219,3.796423,0.796143,0.000000
18/08/2022,12:05:35:741,5063364,1154,48,7.232731,1.329752,0.106704,4.822552,6.259007,7.506604,18.903742,3.844906,0.770020,0.914062
18/08/2022,12:05:36:721,5064344,1177,47,7.194121,1.433999,0.103135,4.640888,6.178021,7.524505,18.352251,3.703157,0.751587,0.000000
18/08/2022,12:05:37:734,5065357,1888,49,7.207230,2.058595,0.104097,5.406730,7.569421,7.526072,22.271355,4.368436,0.842163,0.000000
18/08/2022,12:05:38:730,5066353,1813,49,7.228728,2.387240,0.109297,5.304937,7.801474,7.536046,22.431233,4.281318,0.785767,0.914062
18/08/2022,12:05:39:724,5067347,1630,49,7.232050,2.411042,0.109643,4.801328,7.322013,7.528432,20.105054,3.805667,0.737427,0.000000
18/08/2022,12:05:40:734,5068357,1226,49,7.191201,1.426260,0.104895,4.551382,6.082537,7.477051,17.984288,3.598986,0.731201,0.000000
18/08/2022,12:05:41:730,5069353,1356,49,7.159145,1.527573,0.105919,4.668131,6.301623,7.434694,18.706581,3.698549,0.730103,0.000000
18/08/2022,12:05:42:724,5070347,1896,50,7.178680,2.369268,0.107471,5.232154,7.708894,7.444438,22.287933,4.228873,0.778320,0.000000
18/08/2022,12:05:43:731,5071354,1180,48,7.146822,1.485005,0.105708,4.692353,6.283067,7.403126,18.615353,3.724006,0.737427,0.000000
18/08/2022,12:05:44:721,5072344,1397,48,7.114857,1.480679,0.104840,4.671616,6.257135,7.361952,18.484328,3.697168,0.730347,0.000000
18/08/2022,12:05:45:749,5073372,1279,48,7.075724,1.320024,0.099937,4.588118,6.008079,7.314035,18.150931,3.648978,0.771118,0.914062
18/08/2022,12:05:46:726,5074349,1696,47,7.042817,1.435276,0.103012,4.641121,6.179408,7.272418,18.409165,3.688708,0.730103,0.000000
18/08/2022,12:05:47:734,5075357,957,49,7.059399,2.503190,0.102162,4.912207,7.517559,7.280981,21.006100,3.946461,0.723633,0.000000
18/08/2022,12:05:48:741,5076364,1753,47,7.029411,1.519939,0.106251,4.599396,6.225586,7.311102,18.239470,3.621520,0.743774,0.000000
18/08/2022,12:05:49:731,5077354,1072,47,6.993345,1.387278,0.104208,4.536084,6.027570,7.264941,18.115247,3.609690,0.741211,0.000000
18/08/2022,12:05:50:741,5078364,2150,47,6.965769,1.476199,0.102754,4.633673,6.212626,7.227771,18.452264,3.675844,0.728638,0.000000
18/08/2022,12:05:51:734,5079357,1191,47,6.932783,1.417452,0.101786,4.532962,6.052200,7.185325,18.112092,3.617149,0.752686,0.000000
18/08/2022,12:05:52:747,5080370,1574,0,6.929225,1.892151,0.104597,4.835621,6.832369,7.172820,19.752648,3.827021,0.881714,0.914062
18/08/2022,12:05:53:746,5081369,1796,48,6.905040,1.515807,0.107113,4.637164,6.260084,7.139831,18.584633,3.676510,0.731934,0.000000
18/08/2022,12:05:54:740,5082363,1624,47,6.876814,1.359208,0.105513,4.649180,6.113902,7.103191,18.402008,3.686487,0.729004,0.000000
18/08/2022,12:05:55:733,5083356,1303,47,6.861659,1.627604,0.102828,4.720339,6.450772,7.080007,19.114872,3.772697,0.738037,0.000000
18/08/2022,12:05:56:744,5084367,2094,47,6.839216,1.427213,0.104333,4.696012,6.227557,7.049836,18.790337,3.742464,0.768311,0.921875
18/08/2022,12:05:57:734,5085357,1370,48,6.835595,1.733447,0.103513,4.902153,6.739113,7.038595,19.941006,3.922594,0.737915,0.000000
18/08/2022,12:05:58:741,5086364,1787,48,6.822754,1.667636,0.104358,4.699709,6.471703,7.018571,18.975892,3.718582,0.744751,0.000000
18/08/2022,12:05:59:739,5087362,1085,47,6.792372,1.359122,0.100333,4.520174,5.979629,6.981169,17.964034,3.590225,0.745728,0.000000
18/08/2022,12:06:00:749,5088372,952,47,6.761741,1.291025,0.105024,4.537802,5.933851,6.943802,17.921218,3.600035,0.755981,0.000000
18/08/2022,12:06:01:745,5089368,1469,48,6.742328,1.466965,0.093947,4.661037,6.221949,6.917841,18.832521,3.709306,0.790649,0.921875
18/08/2022,12:06:02:733,5090356,1267,48,6.768688,2.402143,0.089106,4.990633,7.481883,6.937946,21.277088,4.038054,0.723999,0.000000
18/08/2022,12:06:03:756,5091379,1635,48,6.761757,1.565703,0.092944,4.913423,6.572070,6.925048,19.584810,3.899571,0.737671,0.000000
18/08/2022,12:06:04:751,5092374,1545,47,6.729577,1.290867,0.087764,4.502342,5.880973,6.886902,17.735909,3.567451,0.756104,0.921875
18/08/2022,12:06:05:745,5093368,1525,46,6.722499,1.474914,0.090202,4.965093,6.530209,6.874227,19.918379,3.984952,0.750854,0.000000
18/08/2022,12:06:06:756,5094379,1613,46,6.693239,1.308606,0.091461,4.499036,5.899103,6.839575,17.819625,3.567425,0.752686,0.000000
18/08/2022,12:06:07:744,5095367,1353,48,6.696958,1.728967,0.089349,4.977918,6.796234,6.838012,20.347708,3.998618,0.747070,0.000000
18/08/2022,12:06:08:745,5096368,1129,48,6.704849,1.393811,0.089115,5.437436,6.920362,6.861677,21.756838,4.376987,0.743896,0.000000
18/08/2022,12:06:09:750,5097373,1099,47,6.682088,1.364502,0.089661,4.613367,6.067530,6.833315,18.267585,3.659673,0.724365,0.000000
18/08/2022,12:06:10:758,5098381,1564,47,6.658652,1.403809,0.087696,4.537662,6.029167,6.804480,17.978136,3.592138,0.730713,0.000000
18/08/2022,12:06:11:751,5099374,1336,47,6.644658,1.458183,0.086588,4.725138,6.269909,6.785236,18.883296,3.776671,0.759155,0.000000
18/08/2022,12:06:12:760,5100383,1718,46,6.642033,1.539647,0.087834,4.943172,6.570653,6.777626,19.983610,3.977161,0.764038,0.921875
18/08/2022,12:06:13:755,5101378,1039,47,6.635162,1.413478,0.088954,4.949105,6.451537,6.765863,19.611620,3.932434,0.759766,0.000000
18/08/2022,12:06:14:746,5102369,1110,48,6.630125,1.714929,0.087692,4.690944,6.493565,6.756167,18.853190,3.741467,0.761719,0.000000
18/08/2022,12:06:15:756,5103379,1340,47,6.620393,1.396595,0.087299,4.870983,6.354877,6.741993,19.390906,3.891730,0.734009,0.000000
18/08/2022,12:06:16:769,5104392,1397,46,6.604554,1.378862,0.088283,4.713270,6.180415,6.787168,18.703037,3.750728,0.792358,0.000000
18/08/2022,12:06:17:747,5105370,1964,48,6.653529,2.717991,0.087821,5.151112,7.956924,6.829488,22.134734,4.122889,0.760986,0.921875
18/08/2022,12:06:18:772,5106395,1532,47,6.636901,1.393137,0.090804,4.693529,6.177469,6.806714,18.656787,3.735052,0.732422,0.000000
18/08/2022,12:06:19:750,5107373,1166,48,6.618646,1.388743,0.086759,4.662729,6.138231,6.782219,18.500850,3.713915,0.742554,0.000000
18/08/2022,12:06:20:768,5108391,1633,48,6.597633,1.310571,0.088994,4.617490,6.017054,6.755520,18.263928,3.664731,0.735474,0.000000
18/08/2022,12:06:21:761,5109384,1579,48,6.577809,1.400808,0.087382,4.563653,6.051843,6.729936,18.311926,3.658572,0.835693,0.921875
18/08/2022,12:06:22:766,5110389,1735,48,6.611280,2.209128,0.091399,5.221071,7.521599,6.757984,21.824621,4.173563,0.757080,0.000000
18/08/2022,12:06:23:762,5111385,1105,48,6.611539,1.611547,0.091917,4.915029,6.618492,6.716886,19.828348,3.937041,0.736328,0.000000
18/08/2022,12:06:24:773,5112396,1569,47,6.617105,1.994754,0.089563,4.683538,6.767855,6.718699,19.180818,3.704044,0.733643,0.000000
18/08/2022,12:06:25:762,5113385,888,47,6.592191,1.312528,0.086934,4.527649,5.927111,6.690088,17.811377,3.598776,0.806519,0.000000
18/08/2022,12:06:26:769,5114392,1301,47,6.572162,1.318434,0.087352,4.618762,6.024547,6.666628,18.163754,3.659150,0.726440,0.000000
18/08/2022,12:06:27:764,5115387,1582,48,6.577641,1.752486,0.084758,4.887424,6.724667,6.668713,20.123055,3.932373,0.772339,0.921875
18/08/2022,12:06:28:773,5116396,1949,47,6.596821,2.005020,0.089314,5.023040,7.117374,6.684657,20.815013,4.013905,0.737549,0.000000
18/08/2022,12:06:29:767,5117390,1048,47,6.556579,1.166026,0.090281,4.222688,5.478995,6.641253,16.377626,3.304125,0.733643,0.000000
18/08/2022,12:06:30:765,5118388,999,46,6.529537,1.312010,0.088053,4.394777,5.794840,6.611205,17.504182,3.489637,0.772461,0.921875
18/08/2022,12:06:31:774,5119397,894,46,6.503199,1.290728,0.087394,4.412450,5.790573,6.581956,17.594026,3.496250,0.791016,0.921875
18/08/2022,12:06:32:769,5120392,1023,46,6.512373,1.944414,0.086441,4.726928,6.757783,6.588292,19.390084,3.743328,0.724121,0.000000
18/08/2022,12:06:33:760,5121383,1597,47,6.522808,2.039898,0.091737,4.674092,6.805726,7.081753,19.860373,3.784302,0.742920,0.000000
18/08/2022,12:06:34:767,5122390,881,46,6.500774,1.359940,0.095367,4.445579,5.900886,7.377941,17.704691,3.544658,0.733521,0.000000
18/08/2022,12:06:35:769,5123392,1562,46,6.473382,1.233977,0.096008,4.409140,5.739125,7.319060,17.319120,3.486163,0.843018,0.921875
18/08/2022,12:06:36:779,5124402,1497,46,6.456420,1.468620,0.096913,4.433881,5.999415,7.271836,17.932591,3.545272,0.807617,0.000000
18/08/2022,12:06:37:771,5125394,1477,46,6.471496,1.840733,0.097330,4.936710,6.874773,7.295742,20.079902,3.916573,0.755615,0.000000
18/08/2022,12:06:38:779,5126402,1297,46,6.456731,1.462754,0.099021,4.493380,6.055155,7.251790,17.869059,3.565316,0.858887,0.000000
18/08/2022,12:06:39:773,5127396,1741,45,6.429331,1.253130,0.100250,4.341497,5.694877,7.280735,16.887502,3.392079,1.185547,0.000000
18/08/2022,12:06:40:771,5128394,1198,45,6.401351,1.278303,0.099374,4.264268,5.641945,7.222441,16.731247,3.348100,1.193115,0.000000
18/08/2022,12:06:41:781,5129404,1390,46,6.380892,1.317062,0.093359,4.416354,5.826774,7.172746,17.432815,3.485309,1.166748,0.000000
18/08/2022,12:06:42:778,5130401,1236,49,6.438568,2.727927,0.093877,5.156457,7.978262,7.201802,22.482611,4.172486,1.069824,0.921875
18/08/2022,12:06:43:773,5131396,1107,49,6.453090,2.016859,0.093730,4.736635,6.847224,7.189202,20.112429,3.784180,1.202271,0.000000
18/08/2022,12:06:44:777,5132400,1080,46,6.431549,1.471639,0.094644,4.281827,5.848111,7.141449,16.700460,3.336097,0.761841,0.000000
18/08/2022,12:06:45:790,5133413,957,46,6.403885,1.268790,0.093194,4.298054,5.660038,7.248783,16.938289,3.388606,0.733765,0.000000
18/08/2022,12:06:46:770,5134393,845,45,6.379195,1.272348,0.093298,4.356475,5.722121,7.320035,17.246378,3.459000,0.823120,0.000000
18/08/2022,12:06:47:776,5135399,1297,47,6.439143,2.772793,0.086872,5.235833,8.095498,7.347093,22.811329,4.227494,0.833130,0.000000
18/08/2022,12:06:48:786,5136409,1254,46,6.450193,1.788706,0.096164,4.861820,6.746690,7.325500,19.769020,3.864448,0.731567,0.000000
18/08/2022,12:06:49:779,5137402,913,46,6.424420,1.294946,0.088537,4.353640,5.737124,7.440165,17.087970,3.415370,0.804443,0.000000
18/08/2022,12:06:50:785,5138408,1276,46,6.426235,1.957740,0.087553,4.430346,6.475639,7.406028,18.252831,3.500271,0.732300,0.000000
18/08/2022,12:06:51:778,5139401,1497,46,6.396747,1.273114,0.090004,4.241549,5.604667,7.341307,16.880554,3.375056,0.812744,0.000000
18/08/2022,12:06:52:789,5140412,1806,47,6.439410,2.339804,0.089555,5.170379,7.599738,7.350463,21.902155,4.141908,0.758057,0.000000
18/08/2022,12:06:53:781,5141404,998,46,6.438377,1.562090,0.086582,4.762188,6.410860,7.316470,19.122677,3.789135,0.770386,0.000000
18/08/2022,12:06:54:788,5142411,1322,45,6.442221,1.993075,0.089765,4.464259,6.547099,7.289240,18.557395,3.513828,0.728271,0.000000
18/08/2022,12:06:55:780,5143403,798,46,6.412026,1.239656,0.087496,4.276325,5.603476,7.228552,16.734340,3.357176,0.768188,0.000000
18/08/2022,12:06:56:789,5144412,1652,46,6.384081,1.264678,0.094417,4.263353,5.622448,7.171765,16.797122,3.356872,0.733521,0.000000
