timestamp,Relative timestamp(mS),CPU0-Frequency(MHz),CPU0-DTS(Degree C),Power-EWMA Power(Watts),Power-IA Power(Watts),Power-GT Power(Watts),Power-Rest of Package Power(Watts),Power-Package Power(Watts),Power-Effective EWMA PeciMmio(Watts),Power-MSR Psys Power(Watts),Power-SA Power(Watts),Voltage-IA Target voltage(Volts),Voltage-GT Target Voltage(Volts)
104112377,0,1563,47,7.674059,1.557929,0.005491,4.977877,6.541296,8.118372,20.794288,4.067474,0.931519,0.0
104113318,941,862,48,7.69115,2.644566,0.014881,5.470378,8.129825,8.118802,24.157832,4.481499,0.728271,0.0
104114354,1977,519,48,7.629692,0.970633,0.007927,4.89546,5.874021,8.023907,20.303461,4.004241,0.729248,0.0
104115332,2955,599,45,7.512072,0.598322,0.001304,3.83263,4.432256,7.891657,14.474777,2.932223,0.728516,0.0
104116352,3975,499,45,7.381295,0.537097,0.000499,3.234165,3.77176,7.747608,12.105306,2.498881,0.733887,0.0
104117359,4982,599,45,7.30418,1.060778,0.001497,4.200058,5.262334,7.657161,17.199515,3.338845,0.754517,0.0
104118367,5990,1102,55,7.549644,8.568631,0.240432,5.340748,14.149811,7.889737,32.308508,4.339436,0.927856,0.0
104119329,6952,1934,76,8.030523,14.702509,0.081441,6.123437,20.907387,8.358373,41.312703,4.991951,1.031738,0.0
104120344,7967,1917,76,8.318558,10.643846,0.000761,5.769472,16.414079,8.635144,34.192771,4.703518,1.015503,0.0
104121328,8951,1316,74,8.639109,11.409605,0.000661,5.751075,17.161342,8.944219,35.486991,4.689505,1.027466,0.0
104122342,9965,2281,60,8.881378,9.73244,0.002047,5.798464,15.532951,9.175765,33.344751,4.689057,1.021362,0.0
104123336,10959,1839,60,9.116085,9.565365,0.000482,5.796594,15.36244,9.399811,33.078501,4.662198,1.008423,0.0
104124386,12009,2054,60,9.304473,8.76622,0.002518,5.654041,14.422779,9.578127,31.78344,4.533034,1.091797,0.0
104125311,12934,1972,64,9.624547,11.799975,0.001862,6.046088,17.847925,9.887949,36.350688,4.901326,0.950439,0.0
104126378,14001,1657,61,9.769097,8.396816,0.001862,5.596697,13.995375,10.023787,31.555967,4.461828,1.039429,0.0
104127308,14931,2309,76,10.022858,10.650721,0.001316,5.776202,16.428239,10.267843,34.36353,4.680949,1.040405,0.0
104128372,15995,1749,63,10.185385,9.095879,0.001903,5.818357,14.916139,10.422232,32.613647,4.706511,0.935669,0.0
104129348,16971,2099,61,10.340895,8.452394,0.000574,5.824785,14.277752,10.568742,32.48857,4.71181,1.007324,0.0
104130354,17977,1409,78,10.644441,13.121495,6.3e-05,5.93656,19.058118,10.864658,37.533123,4.781233,1.001953,0.0
104131341,18964,2288,66,10.855012,10.621695,0.001031,5.876727,16.499453,11.067309,35.637311,4.738779,1.06665,0.0
104132337,19960,2041,79,11.081943,11.529028,0.000557,5.763173,17.292758,11.286534,35.133284,4.628891,1.091553,0.0
104133348,20971,1367,79,11.28683,10.931544,0.002329,5.90797,16.841842,11.484144,35.426994,4.771628,1.056763,0.0
104134332,21955,1346,79,11.48081,10.864982,0.001992,5.792182,16.659157,11.670999,34.504652,4.643083,1.072998,0.0
