Date,Time,Relative Time(mS),CPU0-Frequency(MHz),CPU0-DTS(Degree C),Power-EWMA Power(Watts),Power-IA Power(Watts),Power-GT Power(Watts),Power-Rest of Package Power(Watts),Power-Package Power(Watts),Power-MSR Psys Power(Watts),Power-PECI Psys Power(Watts),Power-SA Power(Watts),Voltage-IA Target voltage(Volts),Voltage-GT Target Voltage(Volts)
09/08/2022,17:44:57:732,2855256,1796,89,19.139626,12.654081,0.696515,7.738454,20.798848,41.580902,41.537453,5.990884,0.790161,0.000000
09/08/2022,17:44:58:666,2856190,1488,94,19.164196,12.295777,0.277347,7.934570,19.750186,39.650530,39.688329,5.827199,0.776733,0.000000
09/08/2022,17:44:59:745,2857269,1996,94,19.216094,12.550612,0.722238,6.973267,20.753617,41.566839,41.522334,5.997277,0.807007,0.000000
09/08/2022,17:45:00:699,2858223,1364,88,19.219548,11.848794,0.274027,7.119365,19.317627,39.151397,39.187681,5.812708,0.848877,0.000000
09/08/2022,17:45:01:680,2859204,1996,88,19.281136,12.913518,0.671062,6.157246,21.074874,41.919188,41.875294,5.999532,0.804199,0.000000
09/08/2022,17:45:02:703,2860227,1235,88,19.287630,11.995527,0.285379,6.689583,19.473441,39.341109,39.415632,5.804859,0.848145,0.000000
09/08/2022,17:45:03:698,2861222,2014,88,19.324848,12.393176,0.563420,8.270264,20.320148,40.803017,40.861962,5.921846,0.810913,1.062500
09/08/2022,17:45:04:718,2862242,1996,88,19.311720,11.566224,0.218606,6.455768,18.925632,38.715041,38.620730,5.782790,0.808716,0.976562
09/08/2022,17:45:05:661,2863185,1959,89,19.385862,13.197407,0.645403,7.504671,21.402833,42.379462,42.379462,6.056684,0.817139,0.000000
09/08/2022,17:45:06:710,2864234,2055,86,19.336402,10.596101,0.275255,7.123078,17.866118,37.432350,37.487884,5.651803,0.876465,0.000000
09/08/2022,17:45:07:680,2865204,2233,89,19.309293,10.830140,0.587626,8.255335,18.580601,38.776485,38.726515,5.742391,0.841064,0.000000
09/08/2022,17:45:08:703,2866227,2305,85,19.262125,10.848162,0.250315,6.539338,18.021579,37.515794,37.477157,5.586933,0.866577,0.000000
09/08/2022,17:45:09:682,2867206,2133,86,19.219568,10.554965,0.447027,8.623396,18.016985,37.550569,37.587275,5.653038,0.824341,1.062500
09/08/2022,17:45:10:713,2868237,2175,83,19.142367,9.858001,0.309544,6.376579,17.077244,36.462614,36.462614,5.559399,0.842163,0.000000
09/08/2022,17:45:11:680,2869204,2195,88,19.125149,10.960559,0.541937,7.769775,18.536298,38.475318,38.475318,5.648569,0.910034,0.000000
09/08/2022,17:45:12:716,2870240,2173,85,19.087040,10.638016,0.365825,7.055332,17.970025,37.791670,37.791670,5.611376,0.881104,0.000000
09/08/2022,17:45:13:682,2871206,2239,87,19.078874,11.246521,0.466359,7.663727,18.769239,38.787253,38.787253,5.670137,0.877197,1.062500
09/08/2022,17:45:14:716,2872240,2299,86,19.047803,10.812162,0.409881,6.319245,18.209636,38.127808,38.127808,5.620105,0.838623,0.000000
09/08/2022,17:45:15:679,2873203,2275,88,19.036696,11.173986,0.492654,7.783778,18.687300,38.576342,38.576342,5.631141,0.827026,1.023438
09/08/2022,17:45:16:708,2874232,2208,87,19.016555,11.008394,0.383567,6.737202,18.360033,38.125614,38.125614,5.604628,0.830811,0.000000
09/08/2022,17:45:17:681,2875205,2253,84,18.961676,10.048749,0.458939,7.551270,17.483951,37.101597,37.101597,5.608531,0.859253,1.062500
09/08/2022,17:45:18:735,2876259,2224,87,18.965061,11.585746,0.460111,6.841219,19.080272,39.113133,39.113133,5.659652,0.874023,0.000000
09/08/2022,17:45:19:694,2877218,2152,85,18.928905,10.569794,0.369919,8.477105,17.894778,37.474195,37.438641,5.613497,0.867920,0.000000
09/08/2022,17:45:20:702,2878226,2241,83,18.912827,10.980821,0.479534,6.429646,18.505704,38.562012,38.602222,5.663131,0.881714,0.000000
09/08/2022,17:45:21:788,2879312,2215,88,18.893413,10.985036,0.380731,7.843018,18.311408,37.928142,37.928142,5.588947,0.937744,1.070312
09/08/2022,17:45:22:690,2880214,2176,83,18.844313,10.086117,0.480738,6.584979,17.597384,37.309863,37.309863,5.658212,0.853516,0.000000
09/08/2022,17:45:23:715,2881239,2264,88,18.869641,12.180134,0.382901,8.508301,19.596906,39.633199,39.633199,5.677626,0.845337,1.070312
09/08/2022,17:45:24:648,2882172,2179,89,18.915701,12.004849,0.774078,7.256003,20.116910,40.703370,40.703370,5.863709,0.836792,0.000000
09/08/2022,17:45:25:749,2883273,2104,88,18.940992,11.293036,0.980894,7.748074,19.675575,40.379433,40.379433,5.910673,0.921875,0.875000
09/08/2022,17:45:26:675,2884199,1883,81,18.776183,7.970898,0.138034,6.705084,14.611264,32.847558,32.847558,5.232140,1.050049,0.000000
09/08/2022,17:45:27:749,2885273,1266,79,18.659935,8.855066,0.017659,6.848287,15.270808,34.655498,34.655498,5.170173,0.930542,0.000000
09/08/2022,17:45:28:644,2886168,1597,82,18.505454,8.306602,0.041209,6.233205,14.640491,33.392135,33.392135,5.075116,0.770386,1.085938
09/08/2022,17:45:29:732,2887256,1684,83,18.358457,7.576197,0.019836,7.080078,13.842773,31.656174,31.656174,5.046187,0.935913,0.000000
09/08/2022,17:45:30:670,2888194,1781,83,18.216195,8.256656,0.025849,6.972369,14.535819,32.522706,32.522706,5.042490,1.021851,0.000000
09/08/2022,17:45:31:712,2889236,1750,77,18.073923,7.678845,0.015424,6.828651,13.920914,33.352329,33.352329,5.025141,0.936890,0.000000
09/08/2022,17:45:32:701,2890225,1881,85,17.975518,9.034214,0.036526,6.652832,15.400193,34.293030,34.293030,5.103136,1.017456,0.000000
09/08/2022,17:45:33:686,2891210,1825,77,17.860105,8.474279,0.023736,6.096056,14.676569,32.244354,32.244354,4.964749,0.940552,0.000000
09/08/2022,17:45:34:690,2892214,2439,75,17.766896,9.017551,0.029669,5.414667,15.237417,32.625272,32.625272,4.963161,0.910278,0.000000
09/08/2022,17:45:35:676,2893200,2468,81,17.645950,8.921202,0.027923,6.100007,14.319972,29.972156,29.972156,4.268019,0.979370,0.851562
09/08/2022,17:45:36:724,2894248,1379,75,17.492880,7.842138,0.028948,5.616804,13.283498,28.765801,28.765801,4.301372,0.922363,0.000000
09/08/2022,17:45:37:668,2895192,2262,75,17.366435,8.670008,0.025609,5.991618,14.077652,29.642120,29.642120,4.288645,1.037109,0.000000
09/08/2022,17:45:38:732,2896256,1205,73,17.247344,7.769928,0.017932,6.647107,13.755558,30.625603,30.625603,4.787767,0.978760,0.000000
09/08/2022,17:45:39:669,2897193,2439,75,17.100788,7.639053,0.029499,6.117877,13.228105,29.046201,29.046201,4.447600,0.995483,0.000000
09/08/2022,17:45:40:699,2898223,2407,81,16.982067,7.982868,0.014861,5.640362,13.332002,29.026521,29.026521,4.247249,0.995972,0.000000
09/08/2022,17:45:41:702,2899226,2076,72,16.835969,7.576164,0.029268,5.990325,12.881589,28.290239,28.290239,4.191501,1.022095,0.921875
09/08/2022,17:45:42:708,2900232,2737,71,16.678891,6.953992,0.029097,5.822140,12.317858,27.763755,27.786757,4.257491,1.049683,0.000000
09/08/2022,17:45:43:699,2901223,2030,81,16.654943,10.390896,0.029963,6.027777,15.999534,32.719156,32.696199,4.473022,0.995117,0.000000
09/08/2022,17:45:44:799,2902323,2132,73,16.547661,8.092949,0.026918,5.812701,13.471867,29.081497,29.052181,4.285272,1.025146,0.000000
09/08/2022,17:45:45:678,2903202,1497,78,16.493358,9.318203,0.220132,5.933974,15.230498,32.083241,32.083241,4.535322,0.748779,0.000000
