timestamp,Relative timestamp(mS),CPU0-Frequency(MHz),CPU0-DTS(Degree C),Power-EWMA Power(Watts),Power-IA Power(Watts),Power-GT Power(Watts),Power-Rest of Package Power(Watts),Power-Package Power(Watts),Power-MSR Psys Power(Watts),Power-Psys EWMA Power(Watts),Power-SA Power(Watts),Voltage-IA Target voltage(Volts),Voltage-GT Target Voltage(Volts)
153522736,4417500,1281,40,4.69978,1.38481,0.051023,4.397426,5.83326,17.753759,13.991218,3.465929,1.107056,0.0
153523757,4418521,2129,45,4.949869,7.185414,0.078418,4.877494,12.141326,27.09396,14.431096,3.896056,1.034058,0.0
153524767,4419531,1940,51,5.178076,5.489008,0.612964,5.063662,11.165634,26.330827,14.868411,4.018711,0.841919,1.28125
153525766,4420530,1435,45,5.316405,3.328946,0.3017,5.416763,9.04741,24.392151,15.208544,4.352722,0.988281,0.0
153526758,4421522,862,46,5.484759,4.445638,0.250658,5.324617,10.020913,25.086362,15.562382,4.267471,0.803223,0.0
153527772,4422536,1742,46,5.543015,1.705837,0.141449,5.286792,7.134078,21.33537,15.766086,4.262824,1.112061,1.015625
153528769,4423533,1934,43,5.586536,1.475597,0.155471,5.111334,6.742402,20.315516,15.931165,4.105515,0.857544,0.0
153529766,4424530,2069,45,5.660406,2.20504,0.161128,5.294938,7.661106,22.102991,16.150926,4.273318,0.912354,0.0
153530777,4425541,1860,45,5.762956,2.883896,0.171964,5.484593,8.540453,23.67858,16.418964,4.436282,0.762207,0.0
153531769,4426533,2026,45,5.819283,1.739351,0.146521,5.437079,7.322951,21.839176,16.614673,4.406002,0.812866,0.0
153532769,4427533,1038,46,5.90002,2.384612,0.134363,5.57688,8.095856,23.173813,16.847288,4.520224,0.884766,0.0
153533779,4428543,1261,45,5.949918,1.792381,0.145409,5.360768,7.298558,21.369575,17.008637,4.321265,1.240479,0.0
153534773,4429537,878,43,5.952609,0.973607,0.148487,4.902293,6.024387,18.955939,17.079018,3.926877,0.735596,0.0
153535771,4430535,1198,43,5.951323,0.955295,0.147578,4.81348,5.916353,18.577983,17.132178,3.837417,0.808105,0.0
153536778,4431542,1310,43,5.967316,1.336413,0.140418,4.923176,6.400007,19.558832,17.21867,3.938023,0.782104,0.0
153537771,4432535,799,42,5.990806,1.218097,0.146678,5.255691,6.620466,20.758856,17.346117,4.234617,0.733887,0.0
153538786,4433550,1170,48,6.129609,4.362874,0.173498,5.376206,9.912577,25.398147,17.630814,4.349464,0.975342,0.0
153539782,4434546,819,43,6.129491,1.154327,0.155079,4.816976,6.126381,18.719746,17.670404,3.82465,0.81604,0.0
153540781,4435545,939,43,6.118417,1.198175,0.187146,4.43316,5.818481,17.563234,17.666592,3.50946,0.780396,0.0
153541771,4436535,698,42,6.108639,1.004878,0.205795,4.633412,5.844086,18.192814,17.685367,3.680683,0.833984,0.0
153542780,4437544,867,42,6.097151,0.973911,0.200183,4.609634,5.783728,18.230504,17.704622,3.669083,0.861816,0.0
153543776,4438540,1351,43,6.116955,1.563323,0.144512,4.938887,6.646722,19.893952,17.783516,3.943512,0.724976,0.0
153544789,4439553,1404,48,6.244875,4.270066,0.157316,5.292927,9.720309,25.015029,18.040493,4.261113,0.987305,0.0
153545790,4440554,1919,46,6.289162,1.885824,0.158583,5.424597,7.469004,22.149308,18.188997,4.38066,0.81311,1.078125
153546788,4441552,1896,45,6.331789,1.978526,0.171045,5.330769,7.48034,22.02291,18.326197,4.298288,0.981934,1.179688
153547785,4442549,1255,52,6.514705,5.885419,0.201428,5.387149,11.473997,27.486696,18.652376,4.342434,0.856079,1.398438
153548785,4443549,975,46,6.543479,1.946967,0.198044,5.175367,7.320377,21.460999,18.752684,4.158203,0.821533,0.0
153549782,4444546,1273,49,6.677475,4.793956,0.159329,5.353384,10.306669,25.725644,19.000722,4.312477,0.978638,0.0
153550794,4445558,1536,46,6.712491,2.21089,0.140094,5.30792,7.658904,21.952311,19.106031,4.274172,0.860596,0.0
153551789,4446553,1217,47,6.728471,1.701868,0.139155,5.314036,7.155059,21.331606,19.186469,4.28398,0.860962,0.953125
153552787,4447551,873,45,6.783929,2.740331,0.153231,5.392404,8.285966,22.964049,19.320843,4.348127,0.739868,0.0
153553784,4448548,1213,49,6.815102,2.302896,0.171082,5.187191,7.66117,21.684945,19.404938,4.158794,0.993042,1.015625
153554799,4449563,1324,47,6.8558,2.284755,0.154635,5.516381,7.955771,22.934969,19.530758,4.464853,0.842651,0.0
153555781,4450545,1195,46,6.895211,2.220311,0.186406,5.534154,7.940872,23.094215,19.660188,4.475211,0.778442,0.0
153556790,4451554,799,46,6.945594,2.357996,0.196406,5.777394,8.331796,24.40679,19.826658,4.690642,0.770142,0.0
153557787,4452551,870,45,6.918636,1.12255,0.161126,4.913088,6.196764,19.387584,19.810836,3.931318,0.779663,0.921875
153558801,4453565,699,45,6.910185,1.752511,0.124764,4.804024,6.681299,19.48956,19.799396,3.831257,0.741089,0.0
153559786,4454550,1015,45,6.908057,1.774177,0.131952,4.945233,6.851362,20.123405,19.811118,3.947462,0.860352,0.0
153600800,4455564,1318,46,6.928914,1.791273,0.133782,5.575887,7.500942,22.437577,19.903513,4.50898,0.868042,0.0
153601793,4456557,1488,46,6.941815,1.721023,0.141512,5.422618,7.285154,21.781417,19.971453,4.381396,0.87793,0.0
153602789,4457553,944,43,6.9165,0.99394,0.127535,5.107243,6.228718,19.945614,19.970535,4.106593,1.332642,0.984375
