timestamp,Relative timestamp(mS),CPU0-Frequency(MHz),CPU0-DTS(Degree C),Power-EWMA Power(Watts),Power-IA Power(Watts),Power-GT Power(Watts),Power-Rest of Package Power(Watts),Power-Package Power(Watts),Power-Effective EWMA PeciMmio(Watts),Power-MSR Psys Power(Watts),Power-SA Power(Watts),Voltage-IA Target voltage(Volts),Voltage-GT Target Voltage(Volts)
125119454,7807077,1912,53,5.943854,7.953542,0.071832,4.827207,12.852581,6.777847,26.941005,3.815477,0.733032,0.0
125120422,7808045,1367,46,5.920137,1.144739,0.001034,4.173358,5.319131,6.722468,16.31488,3.285936,0.738037,0.0
125121452,7809075,1701,69,6.187838,8.335631,0.056924,5.295069,13.687624,6.962517,31.272809,4.312663,0.941772,0.0
125122412,7810035,1397,51,6.45059,7.308207,0.127388,5.874265,13.309859,7.196688,30.308605,4.723749,0.724121,0.0
125123398,7811021,1196,48,6.482265,1.661668,0.117751,5.594085,7.373504,7.202757,23.423385,4.56641,0.734131,0.0
125124411,7812034,1098,46,6.442286,0.865696,0.001114,4.480141,5.346952,7.137406,17.565893,3.555051,0.748901,0.0
125125414,7813037,599,43,6.355362,0.714846,0.001114,3.323688,4.039648,7.025223,12.003098,2.468935,0.728271,0.0
125126427,7814050,998,45,6.3459,1.776233,0.010964,4.304014,6.091211,6.991799,17.97059,3.41139,0.727051,0.0
125127411,7815034,861,43,6.332778,1.242192,0.000482,4.740879,5.983552,6.955286,19.950498,3.868787,0.835205,0.0
125128446,7816069,1295,53,6.429529,3.6613,0.069443,5.36636,9.097103,7.030249,26.376956,4.417552,1.020996,0.0
125129395,7817018,2604,59,6.92261,13.779674,0.29975,5.689479,19.768904,7.501125,39.69571,4.59808,1.023193,0.0
125130455,7818078,1760,58,7.258526,11.386948,0.00373,5.443062,16.83374,7.817434,33.879474,4.365206,1.019531,0.0
125131395,7819018,2344,60,7.675069,12.628634,0.10756,5.525351,18.261546,8.213191,36.614091,4.45847,0.975708,0.0
125132426,7820049,2538,59,7.992919,11.174368,0.036556,5.932024,17.142949,8.512657,34.736254,4.790337,1.034424,0.0
