Date,Time,Relative Time(mS),CPU0-Frequency(MHz),CPU0-DTS(Degree C),Power-EWMA Power(Watts),Power-IA Power(Watts),Power-GT Power(Watts),Power-Rest of Package Power(Watts),Power-Package Power(Watts),Power-MSR Psys Power(Watts),Power-Psys EWMA Power(Watts),Power-SA Power(Watts),Voltage-IA Target voltage(Volts),Voltage-GT Target Voltage(Volts)
16/08/2022,17:59:42:712,13077476,1912,69,14.640648,5.788940,0.228882,5.952666,11.970488,28.841073,31.638390,4.773091,0.836914,0.000000
16/08/2022,17:59:43:686,13078450,1527,75,14.816342,12.251379,0.279268,6.669236,19.199884,39.370846,31.936090,5.456475,0.825684,0.000000
16/08/2022,17:59:44:673,13079437,1984,72,14.706552,5.098127,0.281677,6.280355,11.660159,29.027857,31.834925,5.105522,1.021484,0.000000
16/08/2022,17:59:45:656,13080420,2053,70,14.645225,6.602444,0.262278,6.100297,12.965019,30.073804,31.772908,4.933262,0.826416,0.000000
16/08/2022,17:59:46:672,13081436,1582,66,14.482566,3.916743,0.251592,5.843666,10.012001,25.940314,31.568142,4.697037,0.900391,1.078125
16/08/2022,17:59:47:672,13082436,1389,70,14.413943,6.498590,0.260437,5.830511,12.589538,29.194168,31.482086,4.707164,1.062134,0.000000
16/08/2022,17:59:48:668,13083432,1796,69,14.347319,6.008701,0.289262,6.250500,12.548462,30.194781,31.436065,5.075796,1.021973,0.000000
16/08/2022,17:59:49:697,13084461,1232,63,14.112311,2.356863,0.216470,5.180578,7.753911,21.586917,31.085365,4.118557,0.993652,0.000000
16/08/2022,17:59:50:667,13085431,4011,64,13.910962,3.075507,0.203233,5.349363,8.628103,23.301477,30.799585,4.265811,1.055664,0.000000
16/08/2022,17:59:51:673,13086437,1405,61,13.725724,2.672270,0.228976,5.662615,8.563862,24.211828,30.571366,4.548441,1.264038,0.000000
16/08/2022,17:59:52:667,13087431,2379,69,13.672824,6.331016,0.264121,5.656775,12.251912,28.754172,30.506077,4.544328,1.062500,0.000000
16/08/2022,17:59:53:638,13088402,1462,63,13.589573,5.237295,0.227193,5.863243,11.327732,27.902716,30.413751,4.731054,0.900024,0.000000
16/08/2022,17:59:54:681,13089445,1586,63,13.505632,5.247328,0.246150,5.678028,11.171506,27.343562,30.307171,4.571301,0.838745,0.000000
16/08/2022,17:59:55:653,13090417,1056,61,13.330314,2.888237,0.192343,5.723040,8.803620,24.492870,30.090381,4.618834,0.734863,0.000000
16/08/2022,17:59:56:695,13091459,1895,61,13.189655,3.188836,0.264925,5.824650,9.278411,25.312008,29.924503,4.680492,1.024780,0.000000
16/08/2022,17:59:57:668,13092432,1441,60,12.959866,1.602334,0.206499,5.200125,7.008958,20.817151,29.585905,4.134853,1.167358,0.000000
16/08/2022,17:59:58:712,13093476,1673,63,12.847884,4.018545,0.274846,5.447294,9.740685,24.947149,29.424542,4.356306,0.902466,1.085938
16/08/2022,17:59:59:631,13094395,1970,68,12.928960,8.568681,0.280832,6.174909,15.024421,33.339181,29.570363,5.006697,1.098389,0.000000
16/08/2022,18:00:00:692,13095456,2002,68,12.910944,6.294857,0.283657,5.801528,12.380042,29.536831,29.569262,4.654014,1.120850,0.000000
16/08/2022,18:00:01:638,13096402,1824,64,12.872837,5.978109,0.255473,5.671725,11.905307,28.093717,29.513349,4.559631,0.995117,0.000000
16/08/2022,18:00:02:674,13097438,1491,66,12.843169,6.169653,0.309503,5.514607,11.993763,28.081914,29.464987,4.421436,1.043091,0.984375
16/08/2022,18:00:03:641,13098405,2295,72,13.034015,11.042532,0.380998,6.577657,18.001188,38.022840,29.781628,5.364378,1.064453,0.000000
16/08/2022,18:00:04:660,13099424,2049,83,13.134296,9.339894,0.316600,6.281193,15.937687,34.471468,29.943427,5.070341,0.868896,1.078125
16/08/2022,18:00:05:645,13100409,2108,82,13.399498,13.316076,0.358970,6.746454,20.421501,40.901812,30.342626,5.483889,0.880859,0.000000
16/08/2022,18:00:06:656,13101420,1837,70,13.345079,5.899962,0.187939,5.766229,11.854129,28.164410,30.265999,4.640034,0.882080,1.078125
