timestamp,Date,Relative Time(mS),Power-IA Power(Watts),Power-GT Power(Watts),Power-Package Power(Watts),Turbo Parameters-MMIO Power Limit_1 Enabled(),Turbo Parameters-MMIO Power Limit_1 Critical Clamp(),Turbo Parameters-MMIO Power Limit_1 Power(Watts),Turbo Parameters-MMIO Power Limit_1 Time(Seconds),Turbo Parameters-MMIO Power Limit_2 Enabled(),Turbo Parameters-MMIO Power Limit_2 Power(Watts),Turbo Parameters-MMIO Power Limit_2 Time(Seconds),Turbo Parameters-PECI Pkg Power Limit_1 Enabled(),Turbo Parameters-PECI Pkg Power Limit_1 Power(Watts),Turbo Parameters-PECI Pkg Power Limit_1 Time(Seconds),Turbo Parameters-PECI Pkg Power Limit_2 Enabled(),Turbo Parameters-PECI Pkg Power Limit_2 Power(Watts),Turbo Parameters-PECI Pkg Power Limit_2 Time(Seconds)
152705729,20220805,208170,0.273822,0.001374,4.619083,Yes,1,15,28,Yes,28,0.002441,Yes,28,28,Yes,64,28
152706738,20220805,209179,0.340009,0.000931,3.238651,Yes,1,15,28,Yes,28,0.002441,Yes,28,28,Yes,64,28
152707739,20220805,210180,0.342136,0.001573,3.487896,Yes,1,15,28,Yes,28,0.002441,Yes,28,28,Yes,64,28
152708734,20220805,211175,0.282737,0.000732,3.535161,Yes,1,15,28,Yes,28,0.002441,Yes,28,28,Yes,64,28
152709741,20220805,212182,0.310083,0.003619,3.82534,Yes,1,15,28,Yes,28,0.002441,Yes,28,28,Yes,64,28
152710736,20220805,213177,0.444096,0.002303,3.587376,Yes,1,15,28,Yes,28,0.002441,Yes,28,28,Yes,64,28
152711748,20220805,214189,0.359463,0.005398,3.623587,Yes,1,15,28,Yes,28,0.002441,Yes,28,28,Yes,64,28
152712731,20220805,215172,0.289133,0.001628,3.568325,Yes,1,15,28,Yes,28,0.002441,Yes,28,28,Yes,64,28
152713754,20220805,216195,0.287356,0.000807,3.524765,Yes,1,15,28,Yes,28,0.002441,Yes,28,28,Yes,64,28
152714736,20220805,217177,0.303744,0.00185,3.557401,Yes,1,15,28,Yes,28,0.002441,Yes,28,28,Yes,64,28
152715758,20220805,218199,0.314872,0.002859,3.577642,Yes,1,15,28,Yes,28,0.002441,Yes,28,28,Yes,64,28
152716740,20220805,219181,0.339157,0.003344,3.709588,Yes,1,15,28,Yes,28,0.002441,Yes,28,28,Yes,64,28
152717762,20220805,220203,0.353469,0.000994,3.400317,Yes,1,15,28,Yes,28,0.002441,Yes,28,28,Yes,64,28
152718745,20220805,221186,0.357492,0.000956,3.333941,Yes,1,15,28,Yes,28,0.002441,Yes,28,28,Yes,64,28
152719754,20220805,222195,0.336718,0.002918,4.376463,Yes,1,15,28,Yes,28,0.002441,Yes,28,28,Yes,64,28
152720751,20220805,223192,0.355273,0.001148,3.741516,Yes,1,15,28,Yes,28,0.002441,Yes,28,28,Yes,64,28
152721760,20220805,224201,0.342924,0.000919,3.988917,Yes,1,15,28,Yes,28,0.002441,Yes,28,28,Yes,64,28
152722805,20220805,225246,0.327293,0.001752,3.641382,Yes,1,15,28,Yes,28,0.002441,Yes,28,28,Yes,64,28
152723764,20220805,226205,0.640226,0.098276,4.598859,Yes,1,15,28,Yes,28,0.002441,Yes,28,28,Yes,64,28
152724753,20220805,227194,0.799433,0.028483,4.901441,Yes,1,15,28,Yes,28,0.002441,Yes,28,28,Yes,64,28
152725761,20220805,228202,0.591448,0.003274,3.916876,Yes,1,15,28,Yes,28,0.002441,Yes,28,28,Yes,64,28
152726780,20220805,229221,0.55852,0.033545,4.346333,Yes,1,15,28,Yes,28,0.002441,Yes,28,28,Yes,64,28
152727773,20220805,230214,1.012441,0.35332,5.596828,Yes,1,15,28,Yes,28,0.002441,Yes,28,28,Yes,64,28
152728827,20220805,231268,0.867659,0.095456,5.032051,Yes,1,15,28,Yes,28,0.002441,Yes,28,28,Yes,64,28
152729726,20220805,232167,2.99945,0.068029,7.352451,Yes,1,15,28,Yes,28,0.002441,Yes,28,28,Yes,64,28
152730793,20220805,233234,0.608245,0.032896,4.379934,Yes,1,15,28,Yes,28,0.002441,Yes,28,28,Yes,64,28
152731758,20220805,234199,0.602801,0.034436,4.612301,Yes,1,15,28,Yes,28,0.002441,Yes,28,28,Yes,64,28
152732778,20220805,235219,0.68644,0.129281,4.449684,Yes,1,15,28,Yes,28,0.002441,Yes,28,28,Yes,64,28
152733770,20220805,236211,0.678029,0.062531,4.69863,Yes,1,15,28,Yes,28,0.002441,Yes,28,28,Yes,64,28
152734785,20220805,237226,0.956505,0.106073,5.466154,Yes,1,15,28,Yes,28,0.002441,Yes,28,28,Yes,64,28
152735815,20220805,238256,0.984861,0.014252,5.909346,Yes,1,15,28,Yes,28,0.002441,Yes,28,28,Yes,64,28
152736785,20220805,239226,0.98154,0.174335,5.600894,Yes,1,15,28,Yes,28,0.002441,Yes,28,28,Yes,64,28
152737780,20220805,240221,0.837692,0.194935,4.961655,Yes,1,15,28,Yes,28,0.002441,Yes,28,28,Yes,64,28
152738773,20220805,241214,4.639776,0.260764,9.886039,Yes,1,15,28,Yes,28,0.002441,Yes,28,28,Yes,64,28
152739791,20220805,242232,2.338636,0.246046,7.106816,Yes,1,15,28,Yes,28,0.002441,Yes,28,28,Yes,64,28
152740787,20220805,243228,0.538644,0.002578,4.153868,Yes,1,15,28,Yes,28,0.002441,Yes,28,28,Yes,64,28
152741766,20220805,244207,1.253488,0.03015,5.452045,Yes,1,15,28,Yes,28,0.002441,Yes,28,28,Yes,64,28
152742792,20220805,245233,0.58691,0.006421,4.424893,Yes,1,15,28,Yes,28,0.002441,Yes,28,28,Yes,64,28
152743783,20220805,246224,2.53986,0.292326,7.807027,Yes,1,15,28,Yes,28,0.002441,Yes,28,28,Yes,64,28
152744776,20220805,247217,1.809353,0.093217,6.273921,Yes,1,15,28,Yes,28,0.002441,Yes,28,28,Yes,64,28
152745793,20220805,248234,4.146031,0.034939,9.5913,Yes,1,15,28,Yes,28,0.002441,Yes,28,28,Yes,64,28
152746782,20220805,249223,3.528576,0.009242,7.960377,Yes,1,15,28,Yes,28,0.002441,Yes,28,28,Yes,64,28
152747783,20220805,250224,0.551662,0.001728,4.563628,Yes,1,15,28,Yes,28,0.002441,Yes,28,28,Yes,64,28
152748801,20220805,251242,0.739556,0.002744,4.207219,Yes,1,15,28,Yes,28,0.002441,Yes,28,28,Yes,64,28
152749787,20220805,252228,0.758417,0.000779,5.144443,Yes,1,15,28,Yes,28,0.002441,Yes,28,28,Yes,64,28
152750799,20220805,253240,0.622497,0.002541,4.580177,Yes,1,15,28,Yes,28,0.002441,Yes,28,28,Yes,64,28
